ASX Listed Companies (1 May 2020),,,,,,,
Code,Company,Sector,Market Cap,Weight(%),,Total Index Market Cap,
TOP,Thorney Opportunities Ltd,,"88,145,800",0.005,,,
TOT,360 Capital REIT,Financials,"122,838,000",0.006,,,
TOU,Tlou Energy Ltd,Energy,"36,914,800",0.002,,,
TPC,TPC Consolidated Ltd,Utilities,"9,157,020",0,,,
TPD,Talon Petroleum Ltd,Energy,"1,776,790",0,,,
TPM,TPG Telecom Ltd,,"6,828,690,000",0.355,,,
TPO,Tian Poh Resources Ltd,Materials,"19,325,600",0.001,,,
TPP,Tempo Australia Ltd,Industrials,"10,618,600",0.001,,,
TPS,Threat Protect Australia Ltd,Industrials,"13,011,600",0.001,,,
TPW,Temple & Webster Group Ltd,Consumer Discretionary,"442,349,000",0.023,,,
TRA,Turners Automotive Group Ltd,Consumer Discretionary,"131,754,000",0.007,,,
TRL,Tanga Resources Ltd,Materials,"1,214,220",0,,,
TRM,Truscott Mining Corporation Ltd,Materials,"589,208",0,,,
TRS,The Reject Shop Ltd,Consumer Discretionary,"137,054,000",0.007,,,
TRT,Todd River Resources Ltd,Materials,"3,205,580",0,,,
TRY,Troy Resources Ltd,Materials,"49,301,000",0.003,,,
TSC,Twenty Seven Co. Ltd,Energy,"10,404,200",0.001,,,
TSL,Titanium Sands Ltd,Materials,"17,051,400",0.001,,,
TSO,Tesoro Resources Ltd,Materials,"17,817,600",0.001,,,
TTA,TTA Holdings Ltd,Consumer Discretionary,"1,511,660",0,,,
TTB,Total Brain Ltd,Health Care,"50,361,300",0.003,,,
TTI,Traffic Technologies Ltd,Industrials,"6,268,920",0,,,
TTL,Transcendence Technologies Ltd,Information Technology,"1,389,760",0,,,
TTM,Titan Minerals Ltd,Materials,"44,987,400",0.002,,,
TTT,Titomic Ltd,Materials,"114,598,000",0.006,,,
TV2,TV2U International Ltd,Information Technology,"21,205,300",0.001,,,
TWD,Tamawood Ltd,Consumer Discretionary,"65,718,000",0.003,,,
TWE,Treasury Wine Estates Ltd,Consumer Staples,"7,316,120,000",0.38,,,
TWR,Tower Ltd,Financials,"240,339,000",0.012,,,
TYM,TYMLEZ Group Ltd,Information Technology,"1,509,220",0,,,
TYR,Tyro Payments Ltd,Information Technology,"1,430,870,000",0.074,,,
TYX,Tyranna Resources Ltd,Materials,"2,111,670",0,,,
TZL,TZ Ltd,Information Technology,"4,769,730",0,,,
TZN,Terramin Australia Ltd,Materials,"78,312,800",0.004,,,
UBA,Ubs IQ MSCI Australia Ethical ETF,,"151,949,000",0.008,,,
UBE,Ubs IQ MSCI Europe Ethical ETF,,"9,331,920",0,,,
UBI,Universal Biosensors Inc,Health Care,"36,377,500",0.002,,,
UBJ,Ubs IQ MSCI Japan Ethical ETF,,"3,819,650",0,,,
UBN,Urbanise.com Ltd,Information Technology,"36,149,600",0.002,,,
UBP,Ubs IQ MSCI Asia APEX 50 Ethical ETF,,"10,321,300",0.001,,,
UBU,Ubs IQ MSCI Usa Ethical ETF,,"5,500,000",0,,,
UBW,Ubs IQ MSCI World Ex Australia Ethical ETF,,"41,813,200",0.002,,,
UCM,Uscom Ltd,Health Care,"35,918,200",0.002,,,
UCW,UCW Ltd,Consumer Discretionary,"11,163,900",0.001,,,
UMAX,Betashares S&P 500 Yield Maximiser Fund,,"88,339,100",0.005,,,
UMG,United Malt Group Ltd,Consumer Staples,"1,083,250,000",0.056,,,
UNL,United Networks Ltd,,"10,201,900",0.001,,,
UNV,Universal Coal Plc,Energy,"78,370,800",0.004,,,
UOS,United Overseas Australia Ltd,Real Estate,"336,422,000",0.017,,,
URF,US Masters Residential Property Fund,Real Estate,"91,457,000",0.005,,,
URW,Unibail-Rodamco-Westfield,Real Estate,"1,265,360,000",0.066,,,
USD,Betashares U.S. Dollar ETF,,"308,180,000",0.016,,,
UTR,Ultracharge Limited,Industrials,"2,246,760",0,,,
UUL,Ultima United Ltd,Real Estate,"410,560",0,,,
UUV,UUV Aquabotix Ltd,Industrials,"741,359",0,,,
UWL,Uniti Group Ltd,,"459,288,000",0.024,,,
VACF,Vanguard Australian Corp Fixed Interest INDEX ETF,,"320,805,000",0.017,,,
VAE,Vanguard Ftse Asia Ex Japan Shares INDEX ETF,,"178,410,000",0.009,,,
VAF,Vanguard Australian Fixed Interest INDEX ETF,,"1,389,800,000",0.072,,,
VAH,Virgin Australia Holdings Ltd,Industrials,"726,289,000",0.038,,,
VAL,Valor Resources Ltd,Materials,"1,920,850",0,,,
VAN,Vango Mining Ltd,Materials,"100,855,000",0.005,,,
VAP,Vanguard Australian Property Securities INDEX ETF,,"1,353,420,000",0.07,,,
VAR,Variscan Mines Ltd,Materials,"3,091,400",0,,,
VAS,Vanguard Australian Shares INDEX ETF,,"4,520,880,000",0.235,,,
VBLD,Vanguard Global Infrastructure INDEX ETF,,"88,962,700",0.005,,,
VBND,Vanguard Global Aggregate Bond INDEX (Hedged) ETF,,"151,197,000",0.008,,,
VBS,Vectus Biosystems Ltd,Health Care,"11,590,900",0.001,,,
VCF,Vanguard International Credit Securities INDEX (Hedged) ETF,,"203,890,000",0.011,,,
VCX,Vicinity Centres,Real Estate,"5,541,060,000",0.288,,,
VDBA,Vanguard Diversified Balanced INDEX ETF,,"235,707,000",0.012,,,
VDCO,Vanguard Diversified Conservative INDEX ETF,,"104,305,000",0.005,,,
VDGR,Vanguard Diversified Growth INDEX ETF,,"224,812,000",0.012,,,
VDHG,Vanguard Diversified High Growth INDEX ETF,,"330,209,000",0.017,,,
VEA,Viva Energy Group Ltd,Energy,"2,819,580,000",0.147,,,
VEC,Vector Resources Ltd,Materials,"25,660,700",0.001,,,
VEE,Veem Ltd,Industrials,"54,600,000",0.003,,,
VEFI,Vanguard Ethically Conscious GLB Agg Bond INDEX (Hedged) ETF,,"16,658,700",0.001,,,
VEN,Vintage Energy Ltd,Energy,"8,656,210",0,,,
VEQ,Vanguard Ftse Europe Shares ETF,,"230,728,000",0.012,,,
VESG,Vanguard Ethically Conscious International Shares INDEX ETF,,"104,965,000",0.005,,,
VEU,Vanguard All-World Ex-US Shares INDEX ETF,,"1,498,770,000",0.078,,,
VG1,Vgi Partners Global Investments Ltd,,"862,673,000",0.045,,,
VG8,Vgi Partners Asian Investments Ltd,,"485,312,000",0.025,,,
VGAD,Vanguard MSCI INDEX International Shares (Hedged) ETF,,"864,568,000",0.045,,,
VGB,Vanguard Australian Government Bond INDEX ETF,,"485,894,000",0.025,,,
VGE,Vanguard Ftse Emerging Markets Shares ETF,,"340,999,000",0.018,,,
VGI,VGI Partners Ltd,Financials,"694,313,000",0.036,,,
VGL,Vista Group International Ltd,Information Technology,"252,219,000",0.013,,,
VGMF,Vanguard Global Multi-Factor Active ETF (Managed Fund),,"15,551,000",0.001,,,
VGS,Vanguard MSCI INDEX International Shares ETF,,"2,123,080,000",0.11,,,
VHT,Volpara Health Technologies Ltd,Health Care,"319,225,000",0.017,,,
VHY,Vanguard Australian Shares High Yield ETF,,"1,165,470,000",0.061,,,
VIA,Viagold Capital Ltd,Materials,"2,666,000",0,,,
VIC,Victory Mines Ltd,Materials,"3,131,320",0,,,
VIF,Vanguard International Fixed Interest INDEX (Hedged) ETF,,"475,606,000",0.025,,,
VIG,Victor Group Holdings Ltd,Information Technology,"17,166,800",0.001,,,
VII,Vietnam Industrial Investments Ltd,Materials,"44,106,000",0.002,,,
VIP,VIP Gloves Ltd,Health Care,"24,763,600",0.001,,,
VISM,Vanguard MSCI International Small Companies INDEX ETF,,"31,467,900",0.002,,,
VIV,Vivid Technology Ltd,Industrials,"13,614,500",0.001,,,
VKA,Viking Mines Ltd,Materials,"2,196,020",0,,,
VLC,Vanguard MSCI Australian Large Companies INDEX ETF,,"86,956,300",0.005,,,
VLS,Vita Life Sciences Ltd,Health Care,"32,449,600",0.002,,,
VLT,Vault Intelligence Ltd,Information Technology,"25,599,400",0.001,,,
VMC,Venus Metals Corporation Ltd,Materials,"28,705,000",0.001,,,
VMG,VDM Group Ltd,Industrials,"6,927,660",0,,,
VMIN,Vanguard Global Minimum Volatility Active ETF (Managed Fund),,"11,532,500",0.001,,,
VML,Vital Metals Ltd,Materials,"19,283,500",0.001,,,
VMS,Venture Minerals Ltd,Materials,"11,311,300",0.001,,,
VMT,Vmoto Ltd,Consumer Discretionary,"33,003,900",0.002,,,
VMX,Valmec Ltd,Energy,"23,258,000",0.001,,,
VMY,Vimy Resources Ltd,Energy,"30,942,600",0.002,,,
VN8,VONEX Ltd,,"16,183,900",0.001,,,
VOC,Vocus Group Ltd,,"1,905,150,000",0.099,,,
VOL,Victory Offices Ltd,Real Estate,"20,859,000",0.001,,,
VOR,Vortiv Ltd,Information Technology,"16,735,100",0.001,,,
VP7,Velocity Property Group Ltd,Real Estate,"5,694,970",0,,,
VPC,VPCL Ltd,,"4,523,380",0,,,
VPR,Volt Power Group Ltd,Utilities,"8,994,530",0,,,
VR1,Vection Technologies Ltd,Information Technology,"12,486,300",0.001,,,
VR8,Vanadium Resources Ltd,Materials,"5,988,440",0,,,
VRC,Volt Resources Ltd,Materials,"8,694,180",0,,,
VRL,Village Roadshow Ltd,Communication Services,"441,163,000",0.023,,,
VRS,Veris Ltd,Industrials,"7,846,730",0,,,
VRT,Virtus Health Ltd,Health Care,"246,797,000",0.013,,,
VRX,VRX Silica Ltd,Materials,"43,174,800",0.002,,,
VSO,Vanguard MSCI Australian Small Companies INDEX ETF,,"317,305,000",0.016,,,
VTG,Vita Group Ltd,Consumer Discretionary,"180,132,000",0.009,,,
VTH,Vitalharvest Freehold Trust,Real Estate,"127,650,000",0.007,,,
VTI,"Visioneering Technologies, Inc",Health Care,"7,452,830",0,,,
VTS,Vanguard US Total Market Shares INDEX ETF,,"1,808,680,000",0.094,,,
VUK,Virgin Money Uk Plc,Financials,"1,514,520,000",0.079,,,
VUL,Vulcan Energy Resources Ltd,Materials,"10,027,500",0.001,,,
VVA,Viva Leisure Ltd,Consumer Discretionary,"117,888,000",0.006,,,
VVLU,Vanguard Global Value Equity Active ETF (Managed Fund),,"20,975,200",0.001,,,
VVR,Viva Energy REIT,Real Estate,"1,881,870,000",0.098,,,
VXR,Venturex Resources Ltd,Materials,"18,969,600",0.001,,,
VYS,Vysarn Ltd,Materials,"15,419,800",0.001,,,
WAA,Wam Active Ltd,,"44,289,300",0.002,,,
WAF,West African Resources Ltd,Materials,"631,206,000",0.033,,,
WAM,WAM Capital Ltd,,"1,400,150,000",0.073,,,
WAT,Waterco Ltd,Consumer Discretionary,"76,515,800",0.004,,,
WAX,Wam Research Ltd,,"236,109,000",0.012,,,
WBC,Westpac Banking Corporation,Financials,"58,798,200,000",3.056,,,
WBE,Whitebark Energy Ltd,Energy,"15,201,100",0.001,,,
WBT,Weebit Nano Ltd,Information Technology,"28,280,000",0.001,,,
WCMQ,WCM Quality Global Growth Fund (Quoted Managed Fund),,"104,886,000",0.005,,,
WCN,White Cliff Minerals Ltd,Materials,"1,881,400",0,,,
WDIV,SPDR S&P Global Dividend Fund,,"244,937,000",0.013,,,
WDMF,Ishares Edge MSCI World Multifactor ETF,,"232,973,000",0.012,,,
WEB,Webjet Ltd,Consumer Discretionary,"1,037,350,000",0.054,,,
WEC,White Energy Company Ltd,Energy,"66,605,200",0.003,,,
WEL,Winchester Energy Ltd,Energy,"12,377,000",0.001,,,
WEMG,SPDR S&P Emerging Markets Fund,,"20,223,600",0.001,,,
WES,Wesfarmers Ltd,Consumer Discretionary,"42,734,400,000",2.221,,,
WFE,Winmar Resources Ltd,Materials,"58,150,800",0.003,,,
WGB,Wam Global Ltd,,"406,458,000",0.021,,,
WGN,Wagners Holding Company Ltd,Materials,"185,325,000",0.01,,,
WGO,Warrego Energy Ltd,Energy,"92,084,400",0.005,,,
WGX,Westgold Resources Ltd,Materials,"823,794,000",0.043,,,
WHA,Wattle Health Australia Ltd,Consumer Staples,"105,261,000",0.005,,,
WHC,Whitehaven Coal Ltd,Energy,"1,867,400,000",0.097,,,
WHF,Whitefield Ltd,,"422,321,000",0.022,,,
WHFPA,Whitefield Ltd,Financials,"23,790",0,,,
WHK,Whitehawk Ltd,Consumer Discretionary,"9,221,730",0,,,
WIC,Westoz Investment Company Ltd,,"107,902,000",0.006,,,
WJA,Wameja Ltd,Information Technology,"110,187,000",0.006,,,
WKT,Walkabout Resources Ltd,Materials,"55,861,400",0.003,,,
WLC,Wollongong Coal Ltd,Materials,"74,935,800",0.004,,,
WLD,Wellard Ltd,Consumer Staples,"21,781,300",0.001,,,
WLE,Wam Leaders Ltd,,"822,135,000",0.043,,,
WLF,Wolf Minerals,Materials,"38,180,800",0.002,,,
WMI,Wam Microcap Ltd,,"159,588,000",0.008,,,
WML,Woomera Mining Ltd,Materials,"1,830,760",0,,,
WNB,Wellness and Beauty Solutions Ltd,Consumer Discretionary,"11,017,800",0.001,,,
WND,Windlab Ltd,Utilities,"64,119,800",0.003,,,
WNR,Wingara AG Ltd,Consumer Staples,"26,513,800",0.001,,,
WNS,World.Net Services Ltd,Information Technology,"700,583",0,,,
WOA,Wide Open Agriculture Ltd,Consumer Staples,"4,853,480",0,,,
WOR,Worley Ltd,Energy,"4,683,480,000",0.243,,,
WOW,Woolworths Group Ltd,Consumer Staples,"45,155,400,000",2.347,,,
WPL,Woodside Petroleum Ltd,Energy,"21,425,400,000",1.113,,,
WPP,WPP AUNZ Ltd,Communication Services,"213,038,000",0.011,,,
WQG,WCM Global Growth Ltd,,"205,334,000",0.011,,,
WRLD,Betashares Managed Risk Global Share Fund (Managed Fund),,"62,184,800",0.003,,,
WRM,White Rock Minerals Ltd,Materials,"7,526,520",0,,,
WSA,Western Areas Ltd,Materials,"597,338,000",0.031,,,
WSI,Weststar Industrial Ltd,Materials,"11,607,000",0.001,,,
WSP,Whispir Ltd,Information Technology,"197,157,000",0.01,,,
WTC,Wisetech Global Ltd,Information Technology,"5,918,600,000",0.308,,,
WTL,WT Financial Group Ltd,Financials,"5,720,630",0,,,
WVOL,Ishares Edge MSCI World Minimum Volatility ETF,,"117,323,000",0.006,,,
WWG,Wiseway Group Ltd,Industrials,"15,435,100",0.001,,,
WWI,West Wits Mining Ltd,Materials,"10,312,800",0.001,,,
WXHG,SPDR S&P World Ex Australia (Hedged) Fund,,"91,073,200",0.005,,,
WXOZ,SPDR S&P World Ex Australia Fund,,"192,274,000",0.01,,,
WZR,Wisr Ltd,Financials,"163,034,000",0.008,,,
XAM,Xanadu Mines Ltd,Materials,"22,944,100",0.001,,,
XARO,Activex Ardea Real Outcome Bond Fund (Managed Fund),,"167,675,000",0.009,,,
XCD,XCD Energy Ltd,Energy,"5,597,830",0,,,
XF1,Xref Ltd,Information Technology,"16,203,100",0.001,,,
XPD,XPD Soccer Gear Group Ltd,Consumer Discretionary,"5,692,280",0,,,
XPE,Xped Ltd,Information Technology,"3,513,660",0,,,
XPL,Xplore Wealth Ltd,Financials,"14,579,300",0.001,,,
XRF,XRF Scientific Ltd,Industrials,"26,765,200",0.001,,,
XRO,Xero Ltd,Information Technology,"11,285,800,000",0.587,,,
XST,Xstate Resources Ltd,Energy,"1,425,490",0,,,
XTC,Xantippe Resources Ltd,Materials,"6,649,130",0,,,
XTD,XTD Ltd,Communication Services,"2,905,890",0,,,
XTE,Xtek Ltd,Industrials,"31,634,500",0.002,,,
YAL,Yancoal Australia Ltd,Energy,"2,825,740,000",0.147,,,
YANK,Betashares Strong U.S. Dollar Fund (Hedge Fund),,"10,912,500",0.001,,,
YBR,Yellow Brick Road Holdings Ltd,Financials,"20,106,600",0.001,,,
YMAX,Betashares Aus TOP20 Equity Yield MAX Fund (MG FD),Consumer Discretionary,"242,519,000",0.013,,,
YOJ,Yojee Ltd,Information Technology,"28,517,000",0.001,,,
YOW,Yowie Group Ltd,Consumer Staples,"9,386,740",0,,,
YPB,YPB Group Ltd,Industrials,"5,083,110",0,,,
YRL,Yandal Resources Ltd,Materials,"7,737,740",0,,,
Z1P,ZIP Co Ltd,Financials,"933,031,000",0.048,,,
Z3RO,Pinnacle Ashares Dynamic Cash Fund (Managed Fund),,"5,006,000",0,,,
ZEL,Z Energy Ltd,Energy,"1,180,000,000",0.061,,,
ZEN,Zenith Energy Ltd,Utilities,"151,626,000",0.008,,,
ZER,ZETA Resources Ltd,,"48,899,300",0.003,,,
ZEU,ZEUS Resources Ltd,Energy,"900,750",0,,,
ZGL,ZICOM Group Ltd,Industrials,"12,159,900",0.001,,,
ZIM,Zimplats Holdings Ltd,Materials,"1,216,310,000",0.063,,,
ZIP,Ziptel Ltd,,"3,215,280",0,,,
ZLD,Zelira Therapeutics Ltd,Health Care,"44,449,700",0.002,,,
ZMI,ZINC of Ireland NL,Materials,"4,253,720",0,,,
ZMICA,ZINC of Ireland NL,,0,0,,,
ZNC,Zenith Minerals Ltd,Materials,"11,437,900",0.001,,,
ZNO,ZOONO Group Ltd,Materials,"271,916,000",0.014,,,
ZUSD,ETFs Enhanced Usd Cash ETF,,"10,844,800",0.001,,,
ZYAU,ETFs S&P/ASX 300 High Yield Plus ETF,,"111,198,000",0.006,,,
ZYB,ZYBER Holdings Ltd,Information Technology,"9,165,370",0,,,
ZYUS,ETFs S&P 500 High Yield Low Volatility ETF,,"75,105,200",0.004,,,
