ASX Listed Companies (1 May 2020),,,,,,,
Code,Company,Sector,Market Cap,Weight(%),,Total Index Market Cap,
FOR,Forager Australian Shares Fund,,"88,798,200",0.005,,,
FPC,Fat Prophets Global Contrarian Fund Ltd,,"30,436,000",0.002,,,
FPH,Fisher & Paykel Healthcare Corporation Ltd,Health Care,"14,537,900,000",0.756,,,
FPL,Fremont Petroleum Corporation Ltd,Energy,"6,673,340",0,,,
FPP,Fat Prophets Global Property Fund,,"15,717,000",0.001,,,
FRI,Finbar Group Ltd,Real Estate,"176,880,000",0.009,,,
FRM,Farm Pride Foods Ltd,Consumer Staples,"14,898,600",0.001,,,
FRN,Fraser Range Metals Group Ltd,Materials,"7,291,000",0,,,
FRX,Flexiroam Ltd,,"5,188,470",0,,,
FSA,FSA Group Ltd,Financials,"113,566,000",0.006,,,
FSF,Fonterra Shareholders' Fund,Consumer Staples,"363,065,000",0.019,,,
FSG,Field Solutions Holdings Ltd,,"10,313,600",0.001,,,
FSI,Flagship Investments Ltd,,"40,294,300",0.002,,,
FTC,Fintech Chain Ltd,Information Technology,"50,760,000",0.003,,,
FTT,Factor Therapeutics Ltd,Health Care,"3,128,510",0,,,
FTZ,Fertoz Ltd,Materials,"9,418,350",0,,,
FUEL,Betashares Global Energy Companies ETF - Currency Hedged,,"137,939,000",0.007,,,
FUN,Funtastic Ltd,Consumer Discretionary,"4,297,680",0,,,
FWD,Fleetwood Corporation Ltd,Consumer Discretionary,"140,024,000",0.007,,,
FXL,Flexigroup Ltd,Financials,"358,896,000",0.019,,,
FYI,FYI Resources Ltd,Materials,"11,702,500",0.001,,,
FZO,Family ZONE Cyber Safety Ltd,Information Technology,"34,942,600",0.002,,,
FZR,Fitzroy River Corporation Ltd,Energy,"15,545,400",0.001,,,
G1A,Galena Mining Ltd,Materials,"71,327,700",0.004,,,
G88,Golden Mile Resources Ltd,Materials,"1,935,430",0,,,
GAL,Galileo Mining Ltd,Materials,"24,453,900",0.001,,,
GAP,Gale Pacific Ltd,Consumer Discretionary,"39,931,700",0.002,,,
GAS,State GAS Ltd,Energy,"54,105,800",0.003,,,
GBE,Globe Metals & Mining Ltd,Materials,"4,659,220",0,,,
GBM,GBM Gold Ltd,Materials,"8,946,560",0,,,
GBND,Betashares Sustainability Leaders DVRSFD Bond ETF - Cur HDG,,"60,384,000",0.003,,,
GBP,Global Petroleum Ltd,Energy,"5,471,630",0,,,
GBR,Great Boulder Resources Ltd,Materials,"4,537,440",0,,,
GBZ,GBM Resources Ltd,Materials,"20,928,500",0.001,,,
GC1,Glennon Small Companies Ltd,,"27,851,800",0.001,,,
GCI,Gryphon Capital Income Trust,,"349,385,000",0.018,,,
GCR,Golden Cross Resources Ltd,Materials,"1,930,820",0,,,
GCY,Gascoyne Resources Ltd,Materials,"39,189,700",0.002,,,
GDF,Garda Property Group,Real Estate,"207,156,000",0.011,,,
GDG,Generation Development Group Ltd,Financials,"83,553,800",0.004,,,
GDI,GDI Property Group,Real Estate,"566,733,000",0.029,,,
GDX,Vaneck Vectors Gold Miners ETF,,"264,320,000",0.014,,,
GEAR,Betashares Geared Australian Equity Fund (Hedge Fund),,"128,272,000",0.007,,,
GED,Golden Deeps Ltd,Materials,"1,403,040",0,,,
GEM,G8 Education Ltd,Consumer Discretionary,"653,361,000",0.034,,,
GES,Genesis Resources Ltd,Materials,"5,479,890",0,,,
GEV,Global Energy Ventures Ltd,Energy,"25,491,100",0.001,,,
GFI,Global Fortune Investment Ltd,Materials,"16,156,900",0.001,,,
GFL,Global Masters Fund Ltd,,"19,623,400",0.001,,,
GGE,Grand Gulf Energy Ltd,Energy,"1,151,250",0,,,
GGG,Greenland Minerals Ltd,Materials,"136,963,000",0.007,,,
GGUS,Betashares Geared US EQ FND Currency Hdged HDG FND,,"35,443,000",0.002,,,
GGX,GAS2GRID Ltd,Energy,"2,598,890",0,,,
GIB,Gibb River Diamonds Ltd,Materials,"4,476,990",0,,,
GID,"Gi Dynamics, Inc",Health Care,"7,304,930",0,,,
GLA,Gladiator Resources Ltd,Materials,"1,881,830",0,,,
GLB,Globe International Ltd,Consumer Discretionary,"46,854,100",0.002,,,
GLE,GLG Corp Ltd,Consumer Discretionary,"8,892,000",0,,,
GLH,Global Health Ltd,Health Care,"6,104,260",0,,,
GLIN,AMP Cap Global Infrastructure Sec Fund,,"33,888,100",0.002,,,
GLL,Galilee Energy Ltd,Energy,"108,580,000",0.006,,,
GLN,Galan Lithium Ltd,Materials,"23,884,300",0.001,,,
GLV,Global Oil & Gas Ltd,Energy,"3,129,480",0,,,
GMA,Genworth Mortgage Insurance Australia Ltd,Financials,"878,655,000",0.046,,,
GMC,Gulf Manganese Corporation Ltd,Materials,"26,241,000",0.001,,,
GMD,Genesis Minerals Ltd,Materials,"43,875,400",0.002,,,
GME,GME Resources Ltd,Materials,"20,249,700",0.001,,,
GMG,Goodman Group,Real Estate,"24,043,600,000",1.25,,,
GML,Gateway Mining Ltd,Materials,"16,075,400",0.001,,,
GMN,Gold Mountain Ltd,Materials,"32,525,300",0.002,,,
GMR,Golden Rim Resources Ltd,Materials,"7,352,450",0,,,
GMV,G Medical Innovations Holdings Ltd,Health Care,"59,410,900",0.003,,,
GNC,Graincorp Ltd,Consumer Staples,"810,149,000",0.042,,,
GNE,Genesis Energy Ltd,Utilities,"2,749,070,000",0.143,,,
GNG,GR Engineering Services Ltd,Materials,"104,464,000",0.005,,,
GNM,Great Northern Minerals Ltd,Materials,"2,602,020",0,,,
GNX,GENEX Power Ltd,Utilities,"76,349,900",0.004,,,
GO2,The GO2 People Ltd,Industrials,"8,550,930",0,,,
GOLD,ETFs Metal Securities Australia Ltd,Financials,"1,387,580,000",0.072,,,
GOO,Gooroo Ventures Ltd,Information Technology,"8,296,640",0,,,
GOR,Gold Road Resources Ltd,Materials,"1,420,740,000",0.074,,,
GOVT,SPDR S&P/ASX Australian Government Bond Fund,,"25,859,300",0.001,,,
GOW,Gowing Bros Ltd,Financials,"71,555,300",0.004,,,
GOZ,Growthpoint Properties Australia,Real Estate,"2,384,800,000",0.124,,,
GPR,Geopacific Resources Ltd,Materials,"69,810,300",0.004,,,
GPS,GPS Alliance Holdings Ltd,Real Estate,"6,487,730",0,,,
GPT,GPT Group,Real Estate,"8,239,740,000",0.428,,,
GPX,Graphex Mining Ltd,Materials,"4,485,450",0,,,
GRB,Gage Roads Brewing Co Ltd,Consumer Staples,"63,868,900",0.003,,,
GRL,Godolphin Resources Ltd,Materials,"8,154,850",0,,,
GRNV,Vaneck Vectors MSCI Australian Sustainable Equity ETF,,"49,640,100",0.003,,,
GROW,Schroder Real Return Fund (Managed Fund),,"44,288,900",0.002,,,
GRR,Grange Resources Ltd,Materials,"260,401,000",0.014,,,
GRV,Greenvale Energy Ltd,Energy,"1,911,820",0,,,
GSM,Golden State Mining Ltd,Materials,"4,838,240",0,,,
GSN,Great Southern Mining Ltd,Materials,"15,696,200",0.001,,,
GSS,Genetic Signatures Ltd,Health Care,"283,776,000",0.015,,,
GSW,Getswift Ltd,Information Technology,"143,297,000",0.007,,,
GTE,Great Western Exploration Ltd,Materials,"1,252,700",0,,,
GTG,Genetic Technologies Ltd,Health Care,"25,568,900",0.001,,,
GTK,Gentrack Group Ltd,Information Technology,"138,596,000",0.007,,,
GTN,GTN Ltd,Communication Services,"88,264,400",0.005,,,
GTR,Gti Resources Ltd,Materials,"6,043,070",0,,,
GUD,G.U.D. Holdings Ltd,Consumer Discretionary,"795,917,000",0.041,,,
GUL,Gullewa Ltd,Materials,"6,980,540",0,,,
GVF,Global Value Fund Ltd,,"138,834,000",0.007,,,
GWA,GWA Group Ltd,Industrials,"731,135,000",0.038,,,
GWR,GWR Group Ltd,Materials,"17,828,700",0.001,,,
GXY,Galaxy Resources Ltd,Materials,"313,252,000",0.016,,,
HACK,Betashares Global Cybersecurity ETF,,"188,852,000",0.01,,,
HAS,Hastings Technology Metals Ltd,Materials,"61,030,300",0.003,,,
HAV,Havilah Resources Ltd,Materials,"29,254,000",0.002,,,
HAW,Hawthorn Resources Ltd,Materials,"40,827,000",0.002,,,
HBRD,Betashares Active Australian Hybrids Fund (Managed Fund),,"638,751,000",0.033,,,
HCD,Hydrocarbon Dynamics Ltd,Energy,"4,513,240",0,,,
HCH,Hot Chili Ltd,Materials,"38,247,700",0.002,,,
HCT,Holista Colltech Ltd,Consumer Staples,"38,548,900",0.002,,,
HE8,Helios Energy Ltd,Energy,"137,333,000",0.007,,,
HEUR,Betashares Europe ETF-Currency Hedged,,"22,624,200",0.001,,,
HFR,Highfield Resources Ltd,Materials,"116,981,000",0.006,,,
HGH,Heartland Group Holdings Ltd,Financials,"580,979,000",0.03,,,
HGL,Hudson Investment Group Ltd,Real Estate,"20,776,000",0.001,,,
HGM,High Grade Metals Ltd,Materials,"3,623,500",0,,,
HGO,Hillgrove Resources Ltd,Materials,"23,423,500",0.001,,,
HHM,Hampton Hill Mining NL,Materials,"7,370,130",0,,,
HHY,HHY Fund,,"3,646,730",0,,,
HIL,Hills Ltd,Information Technology,"42,917,300",0.002,,,
HIP,Hipo Resources Ltd,Materials,"3,865,100",0,,,
HIT,Hitech Group Australia Ltd,Industrials,"47,562,500",0.002,,,
HJPN,Betashares Japan ETF-Currency Hedged,,"29,238,600",0.002,,,
HLA,Healthia Ltd,Health Care,"49,167,000",0.003,,,
HLO,Helloworld Travel Ltd,Consumer Discretionary,"217,638,000",0.011,,,
HLS,Healius Ltd,Health Care,"1,612,900,000",0.084,,,
HLX,HELIX Resources Ltd,Materials,"3,408,770",0,,,
HM1,Hearts and Minds Investments Ltd,,"657,000,000",0.034,,,
HMC,Home Consortium,Real Estate,"512,593,000",0.027,,,
HMD,Heramed Ltd,Health Care,"7,672,560",0,,,
HMO,Hearmeout Ltd,Information Technology,"4,471,680",0,,,
HMX,Hammer Metals Ltd,Materials,"12,294,300",0.001,,,
HNG,HGL Ltd,Industrials,"13,409,800",0.001,,,
HNR,Hannans Ltd,Materials,"11,927,700",0.001,,,
HOG,Hawkley Oil and Gas Ltd,Energy,"1,368,720",0,,,
HOR,Horseshoe Metals Ltd,Materials,"2,455,830",0,,,
HOT,Hotcopper Holdings Ltd,Communication Services,"17,951,800",0.001,,,
HPI,Hotel Property Investments,Real Estate,"384,764,000",0.02,,,
HPR,High Peak Royalties Ltd,Energy,"12,471,100",0.001,,,
HRL,HRL Holdings Ltd,Industrials,"46,873,200",0.002,,,
HRN,Horizon Gold Ltd,Materials,"16,836,700",0.001,,,
HRR,Heron Resources Ltd,Materials,"20,575,900",0.001,,,
HRZ,Horizon Minerals Ltd,Materials,"36,238,000",0.002,,,
HSC,Homestay Care Ltd,Information Technology,"7,541,930",0,,,
HSN,Hansen Technologies Ltd,Information Technology,"556,920,000",0.029,,,
HT1,HT&E Ltd,Communication Services,"316,223,000",0.016,,,
HT8,Harris Technology Group Ltd,Consumer Discretionary,"7,429,570",0,,,
HTA,Hutchison Telecommunications (Australia) Ltd,,"2,035,880,000",0.106,,,
HTG,Harvest Technology Group Ltd,Information Technology,"52,264,600",0.003,,,
HUB,HUB24 Ltd,Financials,"614,007,000",0.032,,,
HUO,Huon Aquaculture Group Ltd,Consumer Staples,"323,042,000",0.017,,,
HVM,Happy Valley Nutrition Ltd,Consumer Staples,"32,935,100",0.002,,,
HVN,Harvey Norman Holdings Ltd,Consumer Discretionary,"3,463,900,000",0.18,,,
HVST,Betashares Australian Dividend Harvester Fund (Managed Fund),,"129,348,000",0.007,,,
HWH,Houston We Have Ltd,Information Technology,"6,443,940",0,,,
HWK,Hawkstone Mining Ltd,Materials,"5,320,370",0,,,
HXG,Hexagon Energy Materials Ltd,Materials,"20,470,300",0.001,,,
HYD,HYDRIX Ltd,Information Technology,"9,952,780",0.001,,,
HZN,Horizon Oil Ltd,Energy,"66,401,000",0.003,,,
HZR,HAZER Group Ltd,Materials,"43,749,400",0.002,,,
IAA,Ishares Asia 50 ETF,,"524,167,000",0.027,,,
IAF,Ishares Core Composite Bond ETF,,"1,094,990,000",0.057,,,
IAG,Insurance Australia Group Ltd,Financials,"13,357,800,000",0.694,,,
IAM,Intiger Group Ltd,Information Technology,"1,677,900",0,,,
IAP,Investec Australia Property Fund,Real Estate,"660,202,000",0.034,,,
IBC,Ironbark Capital Ltd,,"52,961,600",0.003,,,
IBG,Ironbark ZINC Ltd,Materials,"7,363,270",0,,,
IBX,Imagion Biosystems Ltd,Health Care,"12,944,300",0.001,,,
ICE,Icetana Ltd,Information Technology,"16,944,400",0.001,,,
ICG,Inca Minerals Ltd,Materials,"4,062,610",0,,,
ICI,Icandy Interactive Ltd,Communication Services,"7,425,380",0,,,
ICN,Icon Energy Ltd,Energy,"3,585,640",0,,,
ICQ,Icar Asia Ltd,Consumer Discretionary,"87,557,200",0.005,,,
ICS,Icsglobal Ltd,Health Care,"19,364,200",0.001,,,
ICT,Icollege Ltd,Consumer Discretionary,"22,642,300",0.001,,,
ICU,Isentric Ltd,Communication Services,"1,221,930",0,,,
ID8,Identitii Ltd,Information Technology,"9,551,710",0,,,
IDA,Indiana Resources Ltd,Materials,"5,049,870",0,,,
IDT,IDT Australia Ltd,Health Care,"37,093,500",0.002,,,
IDX,Integral Diagnostics Ltd,Health Care,"634,670,000",0.033,,,
IDZ,Indoor Skydive Australia Group Ltd,Consumer Discretionary,"1,346,800",0,,,
IEC,Intra Energy Corporation Ltd,Energy,"1,938,620",0,,,
IEL,Idp Education Ltd,Consumer Discretionary,"4,095,000,000",0.213,,,
IEM,Ishares MSCI Emerging Markets ETF,,"691,495,000",0.036,,,
IEQ,International Equities Corporation Ltd,Real Estate,"4,487,820",0,,,
IEU,Ishares Europe ETF,,"533,855,000",0.028,,,
IFL,IOOF Holdings Ltd,Financials,"1,516,650,000",0.079,,,
IFM,Infomedia Ltd,Information Technology,"589,713,000",0.031,,,
IFN,Infigen Energy,Utilities,"572,712,000",0.03,,,
IFRA,Vaneck Vectors Ftse Global Infrastructure (Hedged) ETF,,"204,392,000",0.011,,,
IFT,Infratil Ltd,Utilities,"2,831,630,000",0.147,,,
IGB,Ishares Treasury ETF,,"65,867,300",0.003,,,
IGE,Integrated Green Energy Solutions Ltd,Industrials,"34,331,500",0.002,,,
IGL,Ive Group Ltd,Communication Services,"100,040,000",0.005,,,
IGN,Ignite Ltd,Industrials,"1,881,230",0,,,
IGO,IGO Ltd,Materials,"2,800,380,000",0.146,,,
IHCB,Ishares Core Global Corporate Bond(Aud Hedged) ETF,,"283,828,000",0.015,,,
IHD,Ishares S&P/ASX Dividend Opportunities ETF,,"251,552,000",0.013,,,
IHEB,Ishares JP Morgan Usd Emerging MKT BND Aud HDG ETF,,"28,546,400",0.001,,,
IHHY,Ishares Global High Yield Bond (Aud Hedged) ETF,,"173,604,000",0.009,,,
IHL,Impression Healthcare Ltd,Health Care,"35,153,400",0.002,,,
IHOO,Ishares Global 100 Aud Hedged ETF,,"63,745,600",0.003,,,
IHR,Intellihr Ltd,Information Technology,"11,797,900",0.001,,,
IHVV,Ishares S&P 500 Aud Hedged ETF,,"395,587,000",0.021,,,
IHWL,Ishares Core MSCI World All Cap (Aud Hedged) ETF,,"166,801,000",0.009,,,
IIND,Betashares India Quality ETF,,"20,865,700",0.001,,,
IJH,Ishares S&P Mid-Cap ETF,,"118,839,000",0.006,,,
IJP,Ishares MSCI Japan ETF,,"281,872,000",0.015,,,
IJR,Ishares S&P Small-Cap ETF,,"162,776,000",0.008,,,
IKE,Ikegps Group Ltd,Information Technology,"64,382,200",0.003,,,
IKO,Ishares MSCI South Korea ETF,,"82,243,800",0.004,,,
IKW,Ikwezi Mining Ltd,Energy,"4,065,000",0,,,
ILB,Ishares Government Inflation ETF,,"131,521,000",0.007,,,
ILC,Ishares S&P/ASX 20 ETF,,"286,792,000",0.015,,,
ILU,Iluka Resources Ltd,Materials,"3,246,870,000",0.169,,,
IMA,Image Resources NL,Materials,"156,957,000",0.008,,,
IMC,Immuron Ltd,Health Care,"16,835,700",0.001,,,
IMD,IMDEX Ltd,Materials,"415,221,000",0.022,,,
IME,Imexhs Ltd,Health Care,"20,015,400",0.001,,,
IMM,Immutep Ltd,Health Care,"68,535,400",0.004,,,
IMPQ,Einvest Future Impact Small Caps Fund (Managed Fund),,"1,187,450",0,,,
IMR,"Imricor Medical Systems, Inc",Health Care,"100,539,000",0.005,,,
IMS,Impelus Ltd,Communication Services,"3,213,380",0,,,
IMU,Imugene Ltd,Health Care,"116,640,000",0.006,,,
INA,Ingenia Communities Group,Real Estate,"1,010,980,000",0.053,,,
INCM,Betashares Global Income Leaders ETF,,"15,984,300",0.001,,,
INES,Intelligent Investor Ethical Share Fund (Managed Fund),,"17,905,200",0.001,,,
INF,Infinity Lithium Corporation Ltd,Materials,"8,356,860",0,,,
ING,Inghams Group Ltd,Consumer Staples,"1,300,880,000",0.068,,,
INIF,Intelligent Investor Aus Equity Income Fund (Managed Fund),,"25,784,000",0.001,,,
INP,Incentiapay Ltd,Consumer Discretionary,"6,559,410",0,,,
INR,Ioneer Ltd,Materials,"226,784,000",0.012,,,
INV,Investsmart Group Ltd,Financials,"8,072,400",0,,,
IOD,Iodm Ltd,Information Technology,"60,790,300",0.003,,,
IOO,Ishares Global 100 ETF,,"1,779,970,000",0.093,,,
IOZ,Ishares Core S&P/ASX 200 ETF,,"1,703,600,000",0.089,,,
IP1,Integrated Payment Technologies Ltd,Information Technology,"2,779,560",0,,,
IPB,IPB Petroleum Ltd,Energy,"3,228,960",0,,,
IPC,Imperial Pacific Ltd,Financials,"3,210,660",0,,,
IPD,Impedimed Ltd,Health Care,"39,066,200",0.002,,,
IPH,IPH Ltd,Industrials,"1,586,530,000",0.082,,,
IPL,Incitec Pivot Ltd,Materials,"3,856,130,000",0.2,,,
IPT,Impact Minerals Ltd,Materials,"12,440,600",0.001,,,
IQ3,IQ3CORP Ltd,Financials,"11,431,800",0.001,,,
IRD,Iron Road Ltd,Materials,"31,215,800",0.002,,,
IRE,Iress Ltd,Information Technology,"1,996,730,000",0.104,,,
IRI,Integrated Research Ltd,Information Technology,"541,361,000",0.028,,,
IS3,I Synergy Group Ltd,Information Technology,"18,326,800",0.001,,,
ISD,Isentia Group Ltd,Information Technology,"30,000,000",0.002,,,
ISEC,Ishares Enhanced Cash ETF,,"185,373,000",0.01,,,
ISO,Ishares S&P/ASX Small Ordinaries ETF,,"91,484,200",0.005,,,
ISU,Iselect Ltd,Consumer Discretionary,"50,108,100",0.003,,,
ISX,Isignthis Ltd,Information Technology,"1,172,140,000",0.061,,,
ITG,Intega Group Ltd,Industrials,"120,222,000",0.006,,,
IVC,Invocare Ltd,Consumer Discretionary,"1,402,350,000",0.073,,,
IVE,Ishares MSCI Eafe ETF,,"350,819,000",0.018,,,
IVO,Invigor Group Ltd,Communication Services,"3,800,980",0,,,
IVQ,Invitrocue Ltd,Health Care,"34,709,200",0.002,,,
IVR,Investigator Resources Ltd,Materials,"10,147,900",0.001,,,
IVT,Inventis Ltd,Industrials,"4,684,330",0,,,
IVV,Ishares S&P 500 ETF,,"3,226,860,000",0.168,,,
IVX,Invion Ltd,Health Care,"49,505,500",0.003,,,
IVZ,Invictus Energy Ltd,Energy,"11,679,000",0.001,,,
IWLD,Ishares Core MSCI World All Cap ETF,,"113,611,000",0.006,,,
IXC,INVEX Therapeutics Ltd,Health Care,"39,699,000",0.002,,,
IXI,Ishares Global Consumer Staples ETF,,"175,117,000",0.009,,,
IXJ,Ishares Global Healthcare ETF,,"707,559,000",0.037,,,
IXR,Ionic Rare EARTHS Ltd,Materials,"12,968,000",0.001,,,
IXU,Ixup Ltd,Information Technology,"4,456,800",0,,,
IZZ,Ishares China Large-Cap ETF,,"102,099,000",0.005,,,
JAL,Jameson Resources Ltd,Materials,"34,289,700",0.002,,,
JAN,Janison Education Group Ltd,Information Technology,"58,128,900",0.003,,,
JAT,Jatenergy Ltd,Consumer Discretionary,"45,792,900",0.002,,,
JAY,Jayride Group Ltd,Consumer Discretionary,"11,561,200",0.001,,,
JBH,JB Hi-Fi Ltd,Consumer Discretionary,"4,039,300,000",0.21,,,
JCI,Jiancheng International Group Ltd,Industrials,"26,014,600",0.001,,,
JCS,Jcurve Solutions Ltd,Information Technology,"9,835,710",0.001,,,
JDR,Jadar Resources Ltd,Materials,"5,773,720",0,,,
JHC,Japara Healthcare Ltd,Health Care,"133,624,000",0.007,,,
JHG,Janus Henderson Group Plc,Financials,"999,042,000",0.052,,,
JHL,JAYEX Healthcare Ltd,Health Care,"4,409,080",0,,,
JHX,James Hardie Industries Plc,Materials,"9,935,300,000",0.516,,,
JIN,Jumbo Interactive Ltd,Consumer Discretionary,"760,321,000",0.04,,,
JIP,Jack-in Group Ltd,Industrials,"20,113,300",0.001,,,
JJF,Jiajiafu Modern Agriculture Ltd,Consumer Staples,"3,407,360",0,,,
JKA,Jacka Resources Ltd,Energy,"2,304,330",0,,,
JLG,Johns LYNG Group Ltd,Industrials,"538,181,000",0.028,,,
JMS,Jupiter Mines Ltd,Materials,"528,928,000",0.027,,,
JPR,Jupiter Energy Ltd,Energy,"23,006,700",0.001,,,
JRL,Jindalee Resources Ltd,Materials,"12,318,200",0.001,,,
JRV,Jervois Mining Ltd,Materials,"128,327,000",0.007,,,
JXT,Jaxsta Ltd,Information Technology,"8,663,200",0,,,
JYC,Joyce Corporation Ltd,Consumer Discretionary,"26,694,800",0.001,,,
K2F,K2FLY Ltd,Information Technology,"16,635,500",0.001,,,
KAI,Kairos Minerals Ltd,Materials,"10,196,700",0.001,,,
KAM,K2 Asset Management Holdings Ltd,Financials,"8,196,900",0,,,
KAR,Karoon Energy Ltd,Energy,"304,142,000",0.016,,,
KAS,Kasbah Resources Ltd,Materials,"2,030,700",0,,,
KAT,Katana Capital Ltd,,"23,979,600",0.001,,,
KAU,Kaiser Reef Ltd,Materials,"6,162,500",0,,,
KBC,Keybridge Capital Ltd,Financials,"12,718,700",0.001,,,
KCN,Kingsgate Consolidated Ltd,Materials,"91,621,500",0.005,,,
KEY,KEY Petroleum Ltd,Energy,"6,844,970",0,,,
KFE,Kogi Iron Ltd,Materials,"24,750,800",0.001,,,
KGD,Kula Gold Ltd,Materials,"2,175,400",0,,,
KGL,KGL Resources Ltd,Materials,"49,890,900",0.003,,,
KGM,Kalnorth Gold Mines Ltd,Materials,"9,836,640",0.001,,,
KGN,Kogan.com Ltd,Consumer Discretionary,"757,437,000",0.039,,,
KIN,KIN Mining NL,Materials,"32,743,900",0.002,,,
KIS,King Island Scheelite Ltd,Materials,"10,575,300",0.001,,,
KKC,KKR Credit Income Fund,,"658,600,000",0.034,,,
KKL,Kollakorn Corporation Ltd,Information Technology,"3,612,340",0,,,
KKO,Kinetiko Energy Ltd,Energy,"9,791,910",0.001,,,
KLA,Kirkland Lake Gold Ltd,Materials,"66,000,000",0.003,,,
KLL,Kalium Lakes Ltd,Materials,"192,014,000",0.01,,,
KLO,Kingsland Global Ltd,Real Estate,"29,970,000",0.002,,,
KLR,Kaili Resources Ltd,Energy,"5,306,410",0,,,
KMD,Kathmandu Holdings Ltd,Consumer Discretionary,"521,116,000",0.027,,,
KME,Kip Mcgrath Education Centres Ltd,Consumer Discretionary,"49,305,400",0.003,,,
KMT,Kopore Metals Ltd,Materials,"3,212,880",0,,,
KNH,Koon Holdings Ltd,Industrials,"186,532",0,,,
KNM,Kneomedia Ltd,Communication Services,"14,428,300",0.001,,,
KNO,Knosys Ltd,Information Technology,"10,269,700",0.001,,,
KOR,Korab Resources Ltd,Materials,"2,327,450",0,,,
KOV,Korvest Ltd,Industrials,"42,386,200",0.002,,,
KP2,Kore Potash Plc,Materials,"3,497,620",0,,,
KPC,Kazakhstan Potash Corporation Ltd,Materials,"32,384,200",0.002,,,
KPE,Kina Petroleum Corporation,Energy,"13,966,700",0.001,,,
KPG,Kelly Partners Group Holdings Ltd,Industrials,"36,774,000",0.002,,,
KPO,Kalina Power Ltd,Utilities,"22,118,400",0.001,,,
KPT,Kangaroo Island Plantation Timbers Ltd,Materials,"51,344,400",0.003,,,
KRM,Kingsrose Mining Ltd,Materials,"24,820,200",0.001,,,
KRR,King River Resources Ltd,Materials,"47,448,300",0.002,,,
KRS,Kresta Holdings Ltd,Consumer Discretionary,"7,212,410",0,,,
KSC,K & S Corporation Ltd,Industrials,"187,383,000",0.01,,,
KSL,Kina Securities Ltd,Financials,"159,892,000",0.008,,,
KSM,K2 Australian Small Cap Fund (Hedge Fund),,"11,789,700",0.001,,,
KSN,Kingston Resources Ltd,Materials,"24,722,900",0.001,,,
KSS,Kleos Space S.A,Industrials,"12,793,000",0.001,,,
KTA,Krakatoa Resources Ltd,Materials,"7,218,750",0,,,
KTD,Keytone Dairy Corporation Ltd,Consumer Staples,"55,345,700",0.003,,,
KTE,K2 Energy Ltd,Information Technology,"2,104,600",0,,,
KTG,K-Tig Ltd,Industrials,"16,544,800",0.001,,,
KWR,Kingwest Resources Ltd,Materials,"15,969,700",0.001,,,
KYK,KYCKR Ltd,Information Technology,"19,245,900",0.001,,,
KZA,KAZIA Therapeutics Ltd,Health Care,"38,789,600",0.002,,,
KZR,Kalamazoo Resources Ltd,Materials,"47,458,500",0.002,,,
LAA,Latam Autos Ltd,Communication Services,"10,595,700",0.001,,,
LAM,Laramide Resources Ltd,Energy,"259,667",0,,,
LAU,Lindsay Australia Ltd,Industrials,"103,255,000",0.005,,,
LAW,Lawfinance Ltd,Financials,"41,745,100",0.002,,,
LBL,Laserbond Ltd,Industrials,"48,661,500",0.003,,,
LBT,LBT Innovations Ltd,Health Care,"27,087,100",0.001,,,
LCD,Latitude Consolidated Ltd,Materials,"3,302,150",0,,,
LCE,London City Equities Ltd,Financials,"9,977,480",0.001,,,
LCK,Leigh Creek Energy Ltd,Energy,"58,026,900",0.003,,,
LCL,Los Cerros Ltd,Materials,"9,559,770",0,,,
LCM,Logicamms Ltd,Industrials,"28,138,100",0.001,,,
LCT,Living Cell Technologies Ltd,Health Care,"9,714,500",0.001,,,
LCY,Legacy Iron Ore Ltd,Materials,"12,494,500",0.001,,,
LEG,Legend Mining Ltd,Materials,"464,515,000",0.024,,,
LEP,Ale Property Group,Real Estate,"822,230,000",0.043,,,
LER,Leaf Resources Ltd,Materials,"6,382,230",0,,,
LEX,Lefroy Exploration Ltd,Materials,"16,077,900",0.001,,,
LGP,Little Green Pharma Ltd,Health Care,"20,342,100",0.001,,,
LGR,Lanka Graphite Ltd,Materials,"2,276,850",0,,,
LHB,Lionhub Group Ltd,Real Estate,"2,479,050",0,,,
LHM,Land & Homes Group Ltd,Real Estate,"5,246,950",0,,,
LI3,Lithium Consolidated Ltd,Materials,"3,092,600",0,,,
LIC,Lifestyle Communities Ltd,Real Estate,"776,770,000",0.04,,,
LIN,Lindian Resources Ltd,Materials,"9,311,190",0,,,
LIO,Lion Energy Ltd,Energy,"3,525,830",0,,,
LIT,Lithium Australia NL,Materials,"27,088,800",0.001,,,
LKE,Lake Resources N.L.,Materials,"25,515,600",0.001,,,
LKO,Lakes Oil NL,Energy,"33,668,800",0.002,,,
LLC,Lendlease Group,Real Estate,"6,980,840,000",0.363,,,
LLO,Lion One Metals Ltd,Materials,"13,420,200",0.001,,,
LME,"Limeade, Inc",Information Technology,"355,910,000",0.018,,,
LMG,Latrobe Magnesium Ltd,Materials,"10,372,000",0.001,,,
LML,Lincoln Minerals Ltd,Materials,"3,449,900",0,,,
LNG,Liquefied Natural Gas Ltd,Energy,"24,796,700",0.001,,,
LNK,Link Administration Holdings Ltd,Information Technology,"2,009,940,000",0.104,,,
LNU,Linius Technologies Ltd,Information Technology,"17,677,700",0.001,,,
LNY,Laneway Resources Ltd,Materials,"14,880,300",0.001,,,
LOM,Lucapa Diamond Company Ltd,Materials,"23,307,300",0.001,,,
