ASX Listed Companies (1 October 2019),,,,,,,
Code,Company,Sector,Market Cap,Weight(%),,Total Index Market Cap,
GMN,Gold Mountain Limited,Materials,"34,884,100",2,,,
GMR,Golden Rim Resources,Materials,"16,281,500",1,,,
GMV,G Medical,Health Care,"32,696,900",1,,,
GNC,Graincorp Limited Class A,Consumer Staples,"1,810,250,000",79,,,
GNE,Genesis Energy Limited Foreign Exempt NZX,Utilities,"3,224,490,000",142,,,
GNG,GR Engineering Limited,Materials,"133,652,000",6,,,
GNX,GENEX Power Limited,Utilities,"100,460,000",4,,,
GO2,THEGO2PEOPLE,Industrials,"1,550,470",0,,,
GOLD,ETFs Physical GOLD,Financials,"1,027,790,000",45,,,
GOO,Gooroo Ventures Limited,Information Technology,"6,285,650",0,,,
GOR,Gold Road Res Limited,Materials,"1,094,210,000",48,,,
GOVT,SPDR GOVT Bond ETF Units FP,,"25,765,100",1,,,
GOW,Gowing Bros. Limited,Financials,"122,981,000",5,,,
GOZ,Growthpoint Property,Real Estate,"3,332,930,000",146,,,
GPP,Greenpower ENRGY Limited,Materials,"2,302,240",0,,,
GPR,Geopacific Resources,Materials,"91,050,200",4,,,
GPS,GPS Alliance Limited,Real Estate,"5,147,930",0,,,
GPT,GPT Group,Real Estate,"11,999,200,000",527,,,
GPX,Graphex Mining Limited,Materials,"18,116,100",1,,,
GRB,Gage Roads Brewing,Consumer Staples,"101,776,000",4,,,
GRNV,Vaneck Esg Australia ETF Units FP,,"40,207,200",2,,,
GROW,SCH Real Return Fund Trading Managed Fund Units FP,,"52,588,100",2,,,
GRR,Grange Resources,Materials,"271,975,000",12,,,
GRV,Greenvale Energy Limited,Energy,"2,707,300",0,,,
GSM,Golden State Mining,Materials,"3,023,900",0,,,
GSN,Great Southern,Materials,"15,185,600",1,,,
GSS,Genetic Signatures,Health Care,"107,702,000",5,,,
GSW,Getswift Limited,Information Technology,"111,229,000",5,,,
GTE,Great Western Exp,Materials,"6,263,500",0,,,
GTG,Genetic Technologies,Health Care,"14,690,700",1,,,
GTK,Gentrack Group Limited Foreign Exempt NZX,Information Technology,"478,427,000",21,,,
GTN,GTN Limited,Consumer Discretionary,"192,418,000",8,,,
GTR,Gti Resources,Materials,"6,043,070",0,,,
GUD,G.U.D. Holdings,Consumer Discretionary,"872,214,000",38,,,
GUL,Gullewa Limited,Materials,"5,429,310",0,,,
GVF,Global Value FND Limited,,"149,911,000",7,,,
GWA,GWA Group Limited,Industrials,"894,782,000",39,,,
GWR,GWR Group Limited,Materials,"22,309,500",1,,,
GXY,Galaxy Resources,Materials,"448,380,000",0.02,,,
HACK,Beta Global Cyber ETF Units FP,,"148,544,000",7,,,
HAR,Haranga Res Limited,Materials,72.073,0,,,
HAS,Hastings Tech Met,Materials,"168,815,000",7,,,
HAV,Havilah Resources,Materials,"27,281,100",1,,,
HAW,Hawthorn Resources,Materials,"16,984,000",1,,,
HBRD,Beta Active Hybrids Trading Managed Units FP,,"487,327,000",21,,,
HCH,Hot Chili Limited,Materials,"59,022,000",3,,,
HCO,Hylea Metals Limited,Materials,"15,451,400",1,,,
HCT,Holista Colltech Limited,Consumer Staples,"14,744,500",1,,,
HDY,Hardey Resources Limited,Materials,"7,947,950",0,,,
HE8,Helios Energy Limited,Energy,"344,761,000",15,,,
HEUR,Betashares Europe ETF Units FP,,"33,639,500",1,,,
HFR,Highfield Res Limited,Materials,"232,315,000",0.01,,,
HGH,Heartland Group Foreign Exempt NZX,Financials,"841,911,000",37,,,
HGL,Hudson Investment,Real Estate,"30,867,200",1,,,
HGM,High Grade Metals,Materials,"2,724,840",0,,,
HGO,Hillgrove Res Limited,Materials,"37,477,700",2,,,
HHM,Hampton Hill Mining,Materials,"7,370,130",0,,,
HHY,HHY Fund Ordinary Units FP,,"3,500,500",0,,,
HIL,Hills Limited,Information Technology,"56,836,500",2,,,
HIP,Hipo Resources Limited,Materials,"5,024,640",0,,,
HIT,Hitech Group Aust,Industrials,"41,855,000",2,,,
HJPN,Betashares Japan ETF Units FP,,"40,456,700",2,,,
HLA,Healthia Limited,Health Care,"55,155,300",2,,,
HLO,Helloworld Travl Limited,Consumer Discretionary,"584,941,000",26,,,
HLS,Healius,Health Care,"2,005,230,000",88,,,
HLX,HELIX Resources,Materials,"7,640,400",0,,,
HM1,Hearts and Minds,,"600,000,000",26,,,
HMD,Heramed Limited,Health Care,"7,069,360",0,,,
HML,Henry Morgan Limited,,"64,370,400",3,,,
HMO,Hearmeout Limited,Information Technology,"4,471,680",0,,,
HMX,Hammer Metals Limited,Materials,"14,048,600",1,,,
HNG,HGL Limited,Industrials,"19,507,500",1,,,
HNR,Hannans Limited,Materials,"19,879,500",1,,,
HOG,Hawkley Oil and Gas,Energy,"1,219,580",0,,,
HOR,Horseshoe Metals Limited,Materials,"2,530,480",0,,,
HOT,Hotcopper Holdings,Information Technology,"14,443,000",1,,,
HPI,Hotel Property,Real Estate,"472,425,000",21,,,
HPR,High Peak Royalties,Energy,"23,619,600",1,,,
HRL,Hrlholding,Industrials,"54,274,300",2,,,
HRN,Horizon Gold Limited,Materials,"21,428,600",1,,,
HRR,Heron Resources,Materials,"91,833,400",4,,,
HRZ,Horizon,Materials,"53,496,900",2,,,
HSC,Homestay Care,Information Technology,"8,469,980",0,,,
HSN,Hansen Technologies,Information Technology,"747,172,000",33,,,
HT1,HT&E Limited,Consumer Discretionary,"527,025,000",23,,,
HT8,Harris Technology GL,Consumer Discretionary,"3,145,030",0,,,
HTA,Hutchison,Telecommunication Services,"1,628,700,000",71,,,
HUB,HUB24 Limited,Financials,"788,001,000",35,,,
HUO,Huon Aquaculture Group,Consumer Staples,"410,485,000",18,,,
HVN,Harvey Norman,Consumer Discretionary,"5,344,210,000",235,,,
HVNRB,Harvey Norman Rights - Applications Close 11-Oct-2019,,"124,566,000",5,,,
HVST,Beta Divharvester ETF Units FP,,"162,117,000",7,,,
HWK,Hawkstone MNG Limited,Materials,"10,354,800",0,,,
HXG,Hexagon Resources,Materials,"17,215,200",1,,,
HYD,HYDRIX Limited,Information Technology,"19,410,500",1,,,
HZN,Horizon Oil Limited,Energy,"182,277,000",8,,,
HZR,HAZER Group Limited,Materials,"37,931,700",2,,,
IAA,Ishs Asia 50 ETF ETF Units FP,,"513,967,000",23,,,
IAF,Ishares Comp BND ETF Units FP,,"966,966,000",42,,,
IAG,Insurance Australia,Financials,"18,257,300,000",801,,,
IAM,Intiger Group Limited,Information Technology,"1,677,900",0,,,
IAP,Investec Aust Prop Ordinary Units FP,Real Estate,"866,932,000",38,,,
IB8,Ibosses Corp Limited,Consumer Discretionary,"46,438,000",2,,,
IBC,Ironbark Capital Limited,,"60,967,400",3,,,
IBG,Ironbark ZINC Limited,Materials,"15,222,900",1,,,
IBN,Ibuynew Group Limited,Real Estate,435.87,0,,,
IBX,Imagion Biosys Limited,Health Care,"15,861,600",1,,,
ICG,Inca Minerals Limited,Materials,"9,403,050",0,,,
ICI,Icandy Interactive,Information Technology,"9,095,340",0,,,
ICN,Icon Energy Limited,Energy,"8,365,800",0,,,
ICQ,Icar Asia Limited,Consumer Discretionary,"116,718,000",5,,,
ICS,Icsglobal Limited,Health Care,"13,230,000",1,,,
ICT,Icollege Limited,Consumer Discretionary,"32,592,600",1,,,
ICU,Isentric Limited,Information Technology,"1,469,240",0,,,
ID8,Identitii Limited,Information Technology,"14,327,600",1,,,
IDA,Indiana Resources,Materials,"4,144,410",0,,,
IDT,IDT Australia Limited,Health Care,"41,362,800",2,,,
IDX,Integral Diagnostics,Health Care,"566,863,000",25,,,
IDZ,Indoor Skydive Aust,Consumer Discretionary,"3,367,000",0,,,
IEC,Intra Energy Corp,Energy,"2,714,070",0,,,
IEL,Idp Education Limited,Consumer Discretionary,"3,961,710,000",174,,,
IEM,Ishs MSCI Emg Mktetf ETF Units FP,,"618,117,000",27,,,
IEQ,International Equiti,Real Estate,"4,487,820",0,,,
IEU,Ishs Europe ETF ETF Units FP,,"631,479,000",28,,,
IFL,IOOF Holdings Limited,Financials,"2,243,380,000",98,,,
IFM,Infomedia Limited,Information Technology,"645,485,000",28,,,
IFN,Infigen Energy,Utilities,"654,262,000",29,,,
IFRA,Vaneck Infrastruct ETF Units FP,,"174,864,000",8,,,
IFT,Infratil Limited Foreign Exempt NZX,Utilities,"2,934,000,000",129,,,
IGB,Ishares Treasury ETF Units FP,,"145,203,000",6,,,
IGE,Int Green Energy,Industrials,"26,408,900",1,,,
IGL,Ivegroup,Consumer Discretionary,"311,235,000",14,,,
IGN,Ignite Limited,Industrials,"2,508,300",0,,,
IGO,Independence Group,Materials,"3,804,730,000",167,,,
IHCB,Ishares GBL BND Aud ETF Units FP,,"177,742,000",8,,,
IHD,Ishares S&P DIV Opp ETF Units FP,,"263,602,000",12,,,
IHEB,Ishares Usdembond Au ETF Units FP,,"28,903,300",1,,,
IHHY,Ishares GBLHGHYD Aud ETF Units FP,,"37,696,800",2,,,
IHL,Imhealth Limited,Health Care,"53,816,500",2,,,
IHOO,Ishares Global 100 ETF Units FP,,"45,485,200",2,,,
IHR,Intellihr Limited,Information Technology,"9,887,700",0,,,
IHVV,Ishares S&P 500 Aud ETF Units FP,,"169,635,000",7,,,
IHWL,Ishares Core WLD Aud ETF Units FP,,"77,677,900",3,,,
IIND,Betashares India ETF Units FP,,"6,084,130",0,,,
IJH,Ishares Mid-Cap ETF ETF Units FP,,"151,414,000",7,,,
IJP,Ishs MSCI Japan ETF ETF Units FP,,"289,294,000",13,,,
IJR,Ishares Small-Cap ETF Units FP,,"194,524,000",9,,,
IKE,Ikegps Group Limited Foreign Exempt NZX,Information Technology,"49,764,700",2,,,
IKO,Ishares MSCI SK ETF ETF Units FP,,"69,011,700",3,,,
IKW,Ikwezi Mining Limited,Energy,"4,065,000",0,,,
ILB,Ishares GOV Infl ETF Units FP,,"131,144,000",6,,,
ILC,ETF Units FP,,"315,640,000",14,,,
ILU,Iluka Resources,Materials,"3,375,770,000",148,,,
IMA,Image Resources NL,Materials,"262,447,000",12,,,
IMC,Immuron Limited,Health Care,"19,445,900",1,,,
IMD,IMDEX Limited,Materials,"543,280,000",24,,,
IME,Imexhs Limited,Health Care,"18,595,900",1,,,
IMF,IMF Bentham Limited,Financials,"765,237,000",34,,,
IMM,Immutep Limited,Health Care,"88,923,600",4,,,
IMPQ,Einvest Fiscf Trading Managed Units FP,,501.157,0,,,
IMR,Imricor Med SYS Cdi 1:1 US Person Prohibited Excluding QIB,Health Care,"102,152,000",4,,,
IMS,Impelus Limited,Information Technology,"4,153,300",0,,,
IMU,Imugene Limited,Health Care,"75,806,800",3,,,
INA,Ingenia Group,Real Estate,"954,653,000",42,,,
INCM,Beta Income Leaders ETF Units FP,,"11,082,400",0,,,
IND,Indus Energy NL,Energy,"1,391,420",0,,,
INES,Investsmart SHS Fund Trading Managed Units FP,,"17,937,900",1,,,
INF,Infinity Lithium,Materials,"15,235,200",1,,,
ING,Inghams Group,Consumer Staples,"1,170,790,000",51,,,
INIF,Investsmartauincfund Trading Managed Units FP,,"38,966,600",2,,,
INK,Indago Energy Limited,Energy,"22,284,100",1,,,
INP,Incentiapay Limited,Consumer Discretionary,"6,065,460",0,,,
INR,Ioneer Limited,Materials,"324,496,000",14,,,
INV,Investsmart Group,Financials,"11,629,700",1,,,
IOD,Iodm Limited,Information Technology,"84,787,300",4,,,
IOO,Ishs Global 100 ETF ETF Units FP,,"1,688,030,000",74,,,
IOT,IOT Group Limited,Consumer Discretionary,"1,762,840",0,,,
IOZ,Ishares S&P/ASX 200 ETF Units FP,,"1,408,530,000",62,,,
IP1,Int Payment Tech Limited,Information Technology,"5,867,970",0,,,
IPB,IPB Petroleum Limited,Energy,"5,074,080",0,,,
IPC,Imperial Pacific Limited,Financials,"3,395,890",0,,,
IPD,Impedimed Limited,Health Care,"91,306,200",4,,,
IPH,IPH Limited,Industrials,"1,861,690,000",82,,,
IPL,Incitec Pivot,Materials,"5,443,610,000",239,,,
IPT,Impact Minerals,Materials,"13,216,800",1,,,
IQ3,IQ3CORP Limited,Financials,"24,942,000",1,,,
IRD,Iron Road Limited,Materials,"35,377,900",2,,,
IRE,Iress Limited,Information Technology,"2,023,620,000",89,,,
IRI,Integrated Research,Information Technology,"531,050,000",23,,,
IS3,I Synergy Group Limited,Information Technology,"31,155,600",1,,,
ISD,Isentia Group Limited,Information Technology,"88,000,000",4,,,
ISEC,Ishares Enhancd Cash ETF Units FP,,"112,257,000",5,,,
ISO,ETF Units FP,,"103,369,000",5,,,
ISU,Iselect Limited,Consumer Discretionary,"129,018,000",6,,,
ISX,Isignthis Limited,Information Technology,"1,021,930,000",45,,,
ITW,Ishares MSCI TW ETF ETF Units FP,,"4,920,670",0,,,
IVC,Invocare Limited,Consumer Discretionary,"1,620,250,000",71,,,
IVE,Ishs MSCI Eafe ETF ETF Units FP,,"358,025,000",16,,,
IVO,Invigor Group Limited,Consumer Discretionary,"6,081,540",0,,,
IVQ,Invitrocue Limited,Health Care,"32,485,300",1,,,
IVR,Investigator Res Limited,Materials,"15,801,100",1,,,
IVT,Inventis Limited,Industrials,"2,107,950",0,,,
IVV,Ishares S&P 500 ETF ETF Units FP,,"3,264,700,000",143,,,
IVX,Invion Limited,Health Care,"82,509,100",4,,,
IVZ,Invictus Energy Limited,Energy,"14,877,100",1,,,
IWLD,Ishares Core WLD ETF Units FP,,"100,538,000",4,,,
IXC,INVEX Ther,Health Care,"20,312,500",1,,,
IXI,Ishs Global Cons ETF ETF Units FP,,"195,881,000",9,,,
IXJ,Ishs Glob Health ETF ETF Units FP,,"605,295,000",27,,,
IXU,Ixup Limited,Information Technology,"8,675,500",0,,,
IZZ,Ishs China ETF ETF Units FP,,"104,643,000",5,,,
JAL,Jameson Resources,Materials,"50,115,700",2,,,
JAN,Janison Edu Group,Information Technology,"58,989,500",3,,,
JAT,Jatenergy Limited,Consumer Discretionary,"46,312,200",2,,,
JAY,Jayride Group,Consumer Discretionary,"24,857,600",1,,,
JBH,JB Hi-Fi Limited,Consumer Discretionary,"3,906,030,000",171,,,
JCI,Jiancheng,Industrials,"26,014,600",1,,,
JCS,Jcurve Solutions,Information Technology,"9,835,710",0,,,
JDR,Jadar Lithium Limited,Materials,"5,165,280",0,,,
JHC,Japara Healthcare LT,Health Care,"316,688,000",14,,,
JHG,Janus Henderson,Financials,"1,291,110,000",57,,,
JHL,JAYEX Healthcare Limited,Health Care,"5,178,390",0,,,
JHX,James Hardie Indust,Materials,"11,005,500,000",483,,,
JIN,Jumbo Interactive,Consumer Discretionary,"1,508,820,000",66,,,
JIP,Jack-in Group Limited,Industrials,"20,113,300",1,,,
JJF,Jiajiafu Mod Agr Limited,Consumer Staples,"3,407,360",0,,,
JKA,Jacka Resources Limited,Energy,"2,304,330",0,,,
JLG,Johns LYNG Group,Industrials,"397,772,000",17,,,
JMS,Jupiter Mines,Materials,"764,007,000",34,,,
JPR,Jupiter Energy,Energy,"1,687,160",0,,,
JRL,Jindalee Resources,Materials,"8,468,740",0,,,
JRV,Jervois Mining,Materials,"150,784,000",7,,,
JVG,JV Global Limited,Industrials,25.114,0,,,
JXT,Jaxstaltd,Information Technology,"36,141,600",2,,,
JYC,Joyce Corporation,Consumer Discretionary,"46,427,300",2,,,
K2F,K2FLY Limited,Information Technology,"14,280,700",1,,,
KAI,Kairos Minerals Limited,Materials,"11,931,800",1,,,
KAM,K2 Asset MGMT Holdings,Financials,"12,295,300",1,,,
KAR,Karoon Energy Limited,Energy,"285,743,000",13,,,
KAS,Kasbah Resources,Materials,"5,462,770",0,,,
KAT,Katana Capital,,"31,960,300",1,,,
KBC,Keybridge Capital,Financials,"11,156,700",0,,,
KCN,Kingsgate Consolid,Materials,"95,014,900",4,,,
KEY,KEY Petroleum,Energy,"10,105,200",0,,,
KFE,Kogi Iron Limited,Materials,"31,802,300",1,,,
KGD,Kula Gold Limited,Materials,"1,175,890",0,,,
KGL,KGL Resources Limited,Materials,"77,210,600",3,,,
KGM,Kalnorth Gold Limited,Materials,"7,153,920",0,,,
KGN,Kogan.com Limited,Consumer Discretionary,"570,332,000",25,,,
KII,K2GLOBALEQUITIESFUND Trading Managed Fund Units FP,,"4,189,010",0,,,
KIN,KIN Min NL,Materials,"20,301,600",1,,,
KIS,King Island,Materials,"18,506,700",1,,,
KKL,Kollakorn Corp Limited,Information Technology,"3,612,340",0,,,
KKO,Kinetiko Energy Limited,Energy,"7,833,310",0,,,
KKT,Konekt Limited,Health Care,"27,504,600",1,,,
KLA,Kirkland Lake Gold Cdi 1:1 Foreign Exempt Xtse,Materials,"69,380,000",3,,,
KLH,Kalia Limited,Energy,"2,514,350",0,,,
KLL,Kalium Lakes Limited,Materials,"190,044,000",8,,,
KLO,Kingsland Global Limited,Real Estate,"30,375,000",1,,,
KLR,Kaili Resources Limited 125c,Energy,"5,306,410",0,,,
KMD,Kathmandu Hold Limited Foreign Exempt NZX,Consumer Discretionary,"632,604,000",28,,,
KME,Kip Mcgrath Edu.CNTR,Consumer Discretionary,"44,329,600",2,,,
KMT,Kopore Metals Limited,Materials,"3,212,880",0,,,
KNH,Koon Holdings,Industrials,186.532,0,,,
KNL,Kibaran Resources,Materials,"25,909,100",1,,,
KNM,Kneomedia Limited,Information Technology,"27,841,500",1,,,
KNO,Knosys Limited,Information Technology,"15,039,700",1,,,
KOR,Korab Resources,Materials,"6,661,190",0,,,
KOV,Korvest Limited,Industrials,"34,832,800",2,,,
KP2,Kore Potash Plc,Materials,"3,187,170",0,,,
KPC,Kazakhstan Corp Limited,Materials,"32,384,200",1,,,
KPE,Kina Petroleum Corp,Energy,"14,601,600",1,,,
KPG,Kelly Partners Group,Industrials,"45,432,800",2,,,
KPO,Kalina Power Limited,Utilities,"16,678,300",1,,,
KPT,Kangaroo Plantation,Materials,"141,886,000",6,,,
KRM,Kingsrose Mining Limited,Materials,"22,630,200",1,,,
KRR,King River Resources,Materials,"42,453,700",2,,,
KRS,Kresta Holdings,Consumer Discretionary,"7,212,410",0,,,
KRX,Koppar Resources,Materials,"7,877,300",0,,,
KSC,K & S Corporation,Industrials,"231,648,000",0.01,,,
KSL,Kina Securities Limited,Financials,"243,530,000",11,,,
KSM,K2 Au Small Cap Fund Trading Managed Fund Units FP,,"17,734,100",1,,,
KSN,Kingston Resources,Materials,"35,318,400",2,,,
KSS,Kleos,Industrials,"21,321,800",1,,,
KTA,Krakatoa Resources,Materials,"3,375,000",0,,,
KTD,Keytone Dairy,Consumer Staples,"65,153,800",3,,,
KTE,K2 Energy Limited,Information Technology,"1,803,940",0,,,
KWR,Kingwest Resources,Materials,"23,979,500",1,,,
KYK,KYCKR Limited,Information Technology,"51,595,900",2,,,
KZA,KAZIA Therapeutics,Health Care,"35,435,000",2,,,
KZR,Kalamazoo Resources,Materials,"28,379,900",1,,,
LAA,Latam Autos Limited,Information Technology,"26,418,300",1,,,
LAM,Laramide Res Limited,Energy,311.601,0,,,
LAU,Lindsay Australia,Industrials,"106,868,000",5,,,
LAW,Lawfinance Limited,Financials,"33,370,800",1,,,
LBL,Laserbond Limited,Industrials,"72,322,700",3,,,
LBT,LBT Innovations,Health Care,"24,710,700",1,,,
LCD,Latitude Consolidate,Materials,"4,127,680",0,,,
LCE,London City EQU. Limited,Financials,"10,204,200",0,,,
LCK,Leigh CRK Energy Limited,Energy,"123,742,000",5,,,
LCM,Logicamms Limited,Industrials,"46,182,900",2,,,
LCT,Living Cell Tech,Health Care,"12,571,700",1,,,
LCY,Legacy Iron Ore,Materials,"4,404,790",0,,,
LEG,Legend Mining,Materials,"85,453,900",4,,,
LEP,Ale Property Group,Real Estate,"1,045,410,000",46,,,
LER,Leaf Res Limited,Materials,"12,753,300",1,,,
LEX,Lefroy Exploration 50c US,Materials,"21,297,900",1,,,
LGR,Lanka Graphite Limited,Materials,"2,276,850",0,,,
LHB,Lionhub Group Limited,Real Estate,"3,305,400",0,,,
LHM,Land Homes Group Limited,Real Estate,"9,444,500",0,,,
LI3,Lithium Consolidated,Materials,"6,202,810",0,,,
LIC,Lifestyle Communit,Real Estate,"800,816,000",35,,,
LIN,Lindian Resources,Materials,"6,698,430",0,,,
LIO,Lion Energy Limited,Energy,"5,185,040",0,,,
LIT,Lithium Australia NL,Materials,"24,042,200",1,,,
LKE,Lake Resources,Materials,"21,989,400",1,,,
LKO,Lakes Oil NL,Energy,"33,377,500",1,,,
LLC,Lendlease Group,Real Estate,"9,912,240,000",435,,,
LLO,Lion One Metals Limited,Materials,"9,056,680",0,,,
LMG,Latrobe Magnesium,Materials,"14,261,500",1,,,
LML,Lincoln Minerals,Materials,"3,449,900",0,,,
LMW,Landmark White Limited,Real Estate,"15,568,000",1,,,
LNG,Liquefied Natural,Energy,"143,997,000",6,,,
LNK,Link Admin HLDG,Information Technology,"3,043,520,000",134,,,
LNU,Linius Tech Limited,Information Technology,"39,580,700",2,,,
LNY,Laneway Res Limited,Materials,"22,320,400",1,,,
LOM,Lucapa Diamond Limited,Materials,"69,425,900",3,,,
LON,Longtable Group Limited,Consumer Staples,"34,180,100",2,,,
LOT,Lotus Resources Limited,Materials,"13,880,100",1,,,
LOV,Lovisa Holdings Limited,Consumer Discretionary,"1,354,940,000",59,,,
LPD,Lepidico Limited,Materials,"70,378,700",3,,,
LPE,Locality Planning,Utilities,"36,151,700",2,,,
LPI,Lithium PWR Int Limited,Materials,"85,317,000",4,,,
LRM,Lustrum Minerals,Energy,"1,106,500",0,,,
LRS,Latin Resources Limited,Materials,"2,802,580",0,,,
LRT,Lowell Res Fund Ordinary Units FP,,"13,809,100",1,,,
LSA,Lachlan Star Limited,Materials,"5,277,060",0,,,
LSF,L1 Long Short Fund,,"1,033,820,000",45,,,
LSH,Lifespot Health Limited,Health Care,"4,266,280",0,,,
LSR,Lodestar Minerals,Materials,"7,492,180",0,,,
LSX,Lion Selection Group,,"63,056,600",3,,,
LTN,Lantern Hotel Group,Real Estate,"3,532,810",0,,,
LTR,Liontown Resources,Materials,"164,402,000",7,,,
LVE,Love Group Global,Information Technology,"3,526,470",0,,,
LVH,Livehire Limited,Information Technology,"84,116,000",4,,,
LVT,Livetiles Limited,Information Technology,"297,156,000",13,,,
LYC,Lynas Corporation,Materials,"1,884,480,000",83,,,
LYL,Lycopodium Limited,Industrials,"216,144,000",9,,,
M7T,MACH7 Tech Limited,Health Care,"90,934,200",4,,,
MA1,Monash Absolute,,"42,542,000",2,,,
MAG,Magmatic Resrce Limited,Materials,"5,979,370",0,,,
MAH,Macmahon Holdings,Materials,"441,772,000",19,,,
MAI,Mainstream Group,Financials,"63,946,500",3,,,
MAM,Microequities,Financials,"42,571,800",2,,,
MAN,Mandrake Res Limited,Materials,"4,331,530",0,,,
MAQ,Macquarie Telecom GP,Telecommunication Services,"497,532,000",22,,,
MAR,Malachite Resources,Materials,"1,387,820",0,,,
MAT,Matsa Resources,Materials,"28,306,800",1,,,
MAU,Magnetic Resources,Materials,"101,013,000",4,,,
MAX,Millinium Alt Fund Ordinary Units FP,,"5,997,230",0,,,
MAY,Melbana Energy Limited,Energy,"20,659,000",1,,,
MBK,Metal Bank Limited,Materials,"12,360,100",1,,,
MBM,Mobecom Limited,Information Technology,"7,772,590",0,,,
MBT,Mission Newenergy,Energy,"1,471,330",0,,,
MCA,Murray Cod Aust Limited,Consumer Staples,"79,858,900",4,,,
MCE,Matrix C & E Limited,Energy,"41,951,800",2,,,
MCH,Murchison Holdings,Financials,"4,265,680",0,,,
MCM,MC Mining Limited,Energy,"72,553,000",3,,,
MCP,Mcpherson's Limited,Consumer Discretionary,"266,125,000",12,,,
MCR,Mincor Resources NL,Materials,"169,177,000",7,,,
MCT,Metalicity Limited,Materials,"3,221,950",0,,,
MCX,Mariner Corp Limited,Financials,631.952,0,,,
MCY,Mercury NZ Limited Foreign Exempt NZX,Utilities,"6,319,790,000",277,,,
MDC,Medlab Clinical Limited,Health Care,"96,914,100",4,,,
MDI,Middle Island Res,Materials,"7,327,960",0,,,
MDR,Medadvisor Limited,Health Care,"63,175,600",3,,,
MDX,Mindax Limited,Materials,"2,829,420",0,,,
MEA,Mcgrath Limited,Real Estate,"40,303,800",2,,,
MEB,Medibio Limited,Health Care,"11,941,600",1,,,
MEC,Morphic Eef Limited,Financials,"47,192,000",2,,,
MED,Merlin Diamonds Limited,Materials,"19,832,700",1,,,
MEI,Meteoric Resources,Materials,"58,152,800",3,,,
MEL,Metgasco Limited,Energy,"17,186,500",1,,,
MEM,Memphasys Limited,Health Care,"40,318,100",2,,,
MEP,Minotaur Exploration,Materials,"20,398,200",1,,,
MEQ,Metlifecare Limited Foreign Exempt NZX,Health Care,0,0,,,
MEU,Marmota Limited,Energy,"20,599,500",1,,,
MEY,Marenica Energy Limited,Energy,"8,922,470",0,,,
MEZ,Meridian Energy Foreign Exempt NZX,Utilities,"5,963,210,000",262,,,
MFD,Mayfield Childcr Limited,Consumer Discretionary,"30,242,100",1,,,
MFF,MFF Capital INV Limited,,"1,718,410,000",75,,,
MFG,Magellan Fin Group Limited,Financials,"9,370,130,000",411,,,
MGC,MG Unit Trust Ordinary Units FP,,"84,593,800",4,,,
MGE,Mag Global Equities Trading Managed Fund Units FP,,"1,498,510,000",66,,,
MGG,Magellan Glob Trust Ordinary Units FP,,"2,243,740,000",98,,,
MGL,Magontec Limited,Materials,"26,221,700",1,,,
MGR,Mirvac Group,Real Estate,"12,037,900,000",528,,,
MGT,Magnetite Mines,Materials,"4,791,900",0,,,
MGU,Magnum Mining & Exp,Materials,"21,306,500",1,,,
MGV,Musgrave Minerals,Materials,"29,395,400",1,,,
MGX,Mount Gibson Iron,Materials,"914,569,000",0.04,,,
MGZ,Medigard Limited,Health Care,"2,806,010",0,,,
MHC,Manhattan Corp Limited,Energy,"3,706,390",0,,,
MHD,Millennium Limited,Consumer Discretionary,"6,350,860",0,,,
MHG,Magellan GBL EQ Fund Trading Managed Fund Units FP,,"108,406,000",5,,,
MHI,Merchant House 1c,Consumer Discretionary,"6,127,320",0,,,
MHJ,Michael Hill Int,Consumer Discretionary,"222,967,000",0.01,,,
MICH,Mag. Infra. Fund CH Trading Managed Fund Units FP,,"447,249,000",0.02,,,
MIG,A.C.N. 059 457 279,Information Technology,"13,910,700",1,,,
MIH,MNC Media Invest Limited,Telecommunication Services,"4,080,040",0,,,
MIL,Millennium Group Limited,Industrials,"8,037,440",0,,,
MIN,Mineral Resources,Materials,"2,516,760,000",0.11,,,
MIR,Mirrabooka Invest,,"403,085,000",18,,,
MJC,Mejority Capital Limited,Financials,"1,864,120",0,,,
MKG,Mako Gold,Materials,"6,368,210",0,,,
MLD,Maca Limited,Materials,"257,287,000",11,,,
MLL,Mali Lithium Limited,Materials,"20,102,800",1,,,
MLLRB,Mali Lithium Limited Rights - Applications Close 10-Oct-2019,,66.128,0,,,
MLM,Metallica Minerals,Materials,"4,210,590",0,,,
MLS,Metals Australia,Materials,"8,781,590",0,,,
MLT,Milton Corporation,,"3,197,100,000",0.14,,,
MLX,Metals X Limited,Materials,"157,868,000",7,,,
MMG,MMG Limited Cdi 1:10 Foreign Exempt Hkse,Materials,642.05,0,,,
MMI,Metro Mining Limited,Materials,"173,112,000",8,,,
MMJ,MMJ Group HLDS Limited,,"55,303,600",2,,,
MML,Medusa Mining Limited,Materials,"171,430,000",8,,,
MMM,Marley Spoon,Consumer Discretionary,"60,475,100",3,,,
MMR,Mec Resources,Energy,"3,835,550",0,,,
MMS,Mcmillan Shakespeare,Industrials,"1,359,570,000",0.06,,,
MNB,Minbos Resources Limited,Materials,"5,654,560",0,,,
MNCDC,Metminco Limited Deferred Settlement,,"13,319,200",1,,,
MND,Monadelphous Group,Industrials,"1,485,140,000",65,,,
MNF,MNF Group Limited,Telecommunication Services,"389,552,000",17,,,
