ASX Listed Companies (1 October 2019),,,,,,,
Code,Company,Sector,Market Cap,Weight(%),,Total Index Market Cap,
RNT,Rent.com.Au Limited,Information Technology,"9,605,640",0,,,
RNU,Renascor Res Limited,Energy,"17,263,900",1,,,
RNX,Renegade Exploration,Materials,"1,425,250",0,,,
RNY,RNY Property Trust Units FP,Real Estate,"1,317,070",0,,,
ROBO,ETFs GLB ROBO ETF Units FP,,"127,376,000",6,,,
ROG,Red Sky Energy,Energy,"4,698,550",0,,,
ROO,Roots Sustainable,Industrials,"3,321,640",0,,,
RPG,Raptis Group Limited,Real Estate,"1,904,590",0,,,
RPM,RPM Automotive Group,Consumer Discretionary,"12,002,700",1,,,
RRL,Regis Resources,Materials,"2,490,080,000",109,,,
RRS,Range Resources Limited,Energy,"11,780,600",1,,,
RSG,Resolute Mining,Materials,"1,282,480,000",56,,,
RSH,Respiri Limited,Health Care,"45,269,500",2,,,
RSM,Russausemigovbondetf ETF Units FP,,"64,969,500",3,,,
RTE,Retech Technology Co. Limited Cdi 1:1,Consumer Discretionary,"110,760,000",5,,,
RTG,RTG Mining Inc,Materials,"35,309,400",2,,,
RTR,Rumble Res Limited,Materials,"34,960,600",2,,,
RUB,Rubicor Group,Industrials,"2,433,840",0,,,
RUL,Rpmglobal Holdings Limited,Information Technology,"165,579,000",7,,,
RVR,Red River Resources,Materials,"84,761,600",4,,,
RVS,Revasum Cdi 1:1 US Prohibited,Information Technology,"40,706,400",2,,,
RWC,Reliance Worldwide,Industrials,"3,184,080,000",0.14,,,
RWD,Reward Minerals Limited,Materials,"13,332,900",1,,,
RXH,Rewardle Holding Limited,Information Technology,"2,105,290",0,,,
RXL,ROX Resources,Materials,"34,864,600",2,,,
RXM,REX Minerals Limited,Materials,"27,012,300",1,,,
RXP,RXP Services Limited,Information Technology,"78,937,600",3,,,
RYD,Ryder Capital Limited,,"87,033,900",4,,,
RZI,RAIZ Invest Limited,Financials,"49,357,600",2,,,
S2R,S2 Resources,Materials,"35,947,700",2,,,
S32,SOUTH32 Limited,Materials,"13,095,500,000",575,,,
S66,Star Combo,Consumer Staples,"45,864,400",2,,,
SAM,SIV Asset MGMT Limited,Financials,937.489,0,,,
SAN,Sagalio Energy Limited,Energy,409.32,0,,,
SAR,Saracen Mineral,Materials,"2,874,020,000",126,,,
SAS,Sky and Space Global,Telecommunication Services,"60,900,400",3,,,
SAU,Southern Gold,Materials,"20,898,200",1,,,
SAVE,Pinnacle Ashares Gdi Trading Managed Units FP,,"5,561,040",0,,,
SBI,Sterling Plantations,Consumer Staples,845,0,,,
SBM,ST Barbara Limited,Materials,"2,027,570,000",89,,,
SBR,Sabre Resources,Materials,"1,901,540",0,,,
SBU,Siburan Res Limited,Materials,"1,395,660",0,,,
SBW,Shekel Brainweigh,Information Technology,"19,460,000",1,,,
SCG,Scentre Group,Real Estate,"20,880,200,000",917,,,
SCI,Silver City Minerals,Materials,"2,937,100",0,,,
SCL,Schrole Group Limited,Information Technology,"7,760,430",0,,,
SCN,Scorpion Minerals,Materials,"1,593,220",0,,,
SCP,Sca Property Group FP Units Stapled Securities,Real Estate,"2,431,950,000",107,,,
SCT,Scout Security Limited,Consumer Discretionary,"7,230,030",0,,,
SCU,Stemcell United Limited,Health Care,"9,624,120",0,,,
SDA,Speedcast Int Limited,Telecommunication Services,"293,683,000",13,,,
SDF,Steadfast Group Limited,Financials,"2,945,110,000",129,,,
SDG,Sunland Group Limited,Real Estate,"223,163,000",0.01,,,
SDI,SDI Limited,Health Care,"95,686,800",4,,,
SDL,Sundance Resources,Materials,"45,509,200",2,,,
SDV,Scidev Limited,Materials,"50,537,900",2,,,
SDX,Sienna Cancer,Health Care,"11,562,200",1,,,
SE1,Sensera Limited,Information Technology,"26,184,100",1,,,
SEA,Sundance Energy,Energy,"130,638,000",6,,,
SEC,Spheria Emerging Co,,"117,417,000",5,,,
SEI,Speciality Metalint,Materials,"49,136,500",2,,,
SEK,Seek Limited,Industrials,"7,557,670,000",332,,,
SEN,Senetas Corporation,Information Technology,"86,506,400",4,,,
SEQ,Sequoia Fin Group Limited,Financials,"23,481,400",1,,,
SER,Strategic Energy,Materials,"6,650,000",0,,,
SES,Secos Group Limited,Materials,"29,023,000",1,,,
SF1,Stemify Limited,Information Technology,"4,255,230",0,,,
SFC,Schaffer Corp. Limited,Consumer Discretionary,"194,414,000",9,,,
SFG,Seafarms Group Limited,Consumer Staples,"192,517,000",8,,,
SFL,Spring FG Limited,Financials,"7,842,500",0,,,
SFM,Santa Fe Minerals,Materials,"6,441,190",0,,,
SFR,Sandfire Resources,Materials,"1,046,710,000",46,,,
SFX,Sheffield Res Limited,Materials,"120,082,000",5,,,
SFY,SPDR 50 Fund ETF Units FP,,"590,515,000",26,,,
SG1,Sagon Resources,Materials,"7,602,970",0,,,
SGC,Sacgasco Limited,Energy,"8,539,520",0,,,
SGF,SG Fleet Group Limited,Industrials,"608,211,000",27,,,
SGH,Slater & Gordon,Consumer Discretionary,"154,348,000",7,,,
SGI,Stealth Global,Industrials,"8,541,000",0,,,
SGLLV,Sunrice Class B Limited-Voting,,"229,717,000",0.01,,,
SGM,Sims Metal MGMT Limited,Materials,"2,110,120,000",93,,,
SGO,Stream Group Limited,Information Technology,"2,966,490",0,,,
SGP,Stockland,Real Estate,"10,848,800,000",476,,,
SGQ,ST George Min Limited,Materials,"66,295,400",3,,,
SGR,The Star Ent Group,Consumer Discretionary,"3,999,530,000",176,,,
SGU,Success Global Media,Consumer Discretionary,"5,708,420",0,,,
SHE,Stonehorse Energy LT,Energy,"5,923,350",0,,,
SHH,Shree Minerals Limited,Materials,"3,646,420",0,,,
SHI,Shine Metals Limited,Industrials,"1,951,060",0,,,
SHJ,Shine Corporate,Consumer Discretionary,"138,529,000",6,,,
SHK,Stone Resources Aus,Materials,"1,623,290",0,,,
SHL,Sonic Healthcare,Health Care,"13,318,200,000",585,,,
SHM,Shriro Holdings Limited,Consumer Discretionary,"67,512,100",3,,,
SHO,Sportshero Limited,Information Technology,"19,692,400",1,,,
SHU,Shenhua Limited,Consumer Discretionary,"17,620,000",1,,,
SHV,Select Harvests,Consumer Staples,"736,215,000",32,,,
SI6,SIX Sigma Metals Limited,Materials,"2,580,010",0,,,
SIG,Sigma Health Limited,Health Care,"635,665,000",28,,,
SIH,Sihayo Gold Limited,Materials,"41,720,900",2,,,
SIL,Smiles Inclusive,Health Care,"2,672,840",0,,,
SIO,Simonds Group Limited,Consumer Discretionary,"52,502,200",2,,,
SIQ,Smartgrp Corporation,Industrials,"1,607,460,000",71,,,
SIS,Simble Solutions,Information Technology,"7,195,990",0,,,
SIT,Site Group Int Limited,Consumer Discretionary,"54,102,300",2,,,
SIV,Silver Chef Limited,Industrials,"27,487,500",1,,,
SIX,Sprintex Limited,Consumer Discretionary,"9,500,000",0,,,
SKC,Skycity Ent Group Limited Foreign Exempt NZX,Consumer Discretionary,"2,479,910,000",109,,,
SKF,SKYFII Limited,Information Technology,"42,233,300",2,,,
SKI,Spark Infrastructure Stapled $0.65 Loan Note and Unit US Prohib,Utilities,"3,669,510,000",161,,,
SKN,Skin Elements Limited,Consumer Staples,"3,086,810",0,,,
SKO,Serko Foreign Exempt NZX,Information Technology,"313,171,000",14,,,
SKP,Skyland Pet Group,Energy,"18,666,700",1,,,
SKT,Sky Network,Consumer Discretionary,"437,008,000",19,,,
SKY,SKY Metals Limited,Energy,"14,122,200",1,,,
SL1,SYMBOL Mining Limited,Materials,"3,641,060",0,,,
SLC,Superloop Limited,Telecommunication Services,"253,301,000",11,,,
SLF,SPDR S&P/ASX Prop Fu ETF Units FP,,"648,070,000",28,,,
SLK,Sealink Travel Group,Consumer Discretionary,"376,302,000",17,,,
SLM,Salmat Limited,Industrials,"104,823,000",5,,,
SLR,Silver Lake Resource,Materials,"765,709,000",34,,,
SLX,SILEX Systems,Information Technology,"66,482,300",3,,,
SLZ,Sultan Resources Limited,Materials,"2,740,650",0,,,
SM1,Synlait Milk Limited Foreign Exempt NZX,Consumer Staples,"1,530,560,000",67,,,
SM8,Smart Marine Systems,Information Technology,"7,696,410",0,,,
SMC,Strategic Minerals,Materials,"45,530,900",2,,,
SMD,Syndicated Metals,Materials,"7,059,290",0,,,
SMG,Soon Mining,Materials,"31,644,600",1,,,
SMI,Santana Minerals Limited,Materials,"2,025,670",0,,,
SMLL,Betasmallcompanies Trading Managed Units FP,,"33,211,500",1,,,
SMN,Structural Monitor,Information Technology,"102,976,000",5,,,
SMP,Smartpay Holdings Foreign Exempt NZX,Information Technology,"30,915,400",1,,,
SMR,Stanmore Coal Limited,Energy,"348,342,000",15,,,
SMX,Security Matters,Information Technology,"21,957,100",1,,,
SNC,Sandon Capital Limited,,"85,945,000",4,,,
SND,Saunders Intl Limited,Industrials,"25,712,000",1,,,
SNL,Supply Network,Consumer Discretionary,"169,975,000",7,,,
SNS,Sensen Networks Limited,Information Technology,"20,729,200",1,,,
SNZ,Summerset Group Holdings Foreign Exempt NZX,Health Care,"1,367,770,000",0.06,,,
SO4,Salt Lake Potash Limited,Materials,"226,548,000",0.01,,,
SOL,Soul Pattinson (W.H),Energy,"5,034,480,000",221,,,
SOM,Somnomed Limited,Health Care,"149,474,000",7,,,
SOP,Synertec Corporation,Industrials,"10,814,400",0,,,
SOR,Strategic Elements,Financials,"15,823,800",1,,,
SP3,Specturltd,Information Technology,"6,657,410",0,,,
SPB,South Pacific Res,Energy,"2,925,550",0,,,
SPK,Spark New Zealand Foreign Exempt NZX,Telecommunication Services,"7,510,400,000",0.33,,,
SPL,Starpharma Holdings,Health Care,"427,479,000",19,,,
SPQ,Superior Resources,Materials,"6,604,880",0,,,
SPT,Splitit,Information Technology,"125,722,000",6,,,
SPX,Spectrum Metals Limited,Materials,"102,528,000",5,,,
SPY,SPDR S&P 500 ETF,,"30,768,100",1,,,
SPZ,Smart Parking Limited,Information Technology,"79,027,400",3,,,
SRG,SRG Global Limited,Industrials,"180,570,000",8,,,
SRH,Saferoads Holdings,Information Technology,"6,916,000",0,,,
SRI,Sipa Resources Limited,Materials,"12,520,300",1,,,
SRK,Strike Resources,Materials,"7,688,180",0,,,
SRN,Surefire Rescs NL,Materials,"6,541,000",0,,,
SRO,Shareroot Limited,Information Technology,"2,849,060",0,,,
SRV,Servcorp Limited,Real Estate,"409,540,000",18,,,
SRY,Story-I Limited,Consumer Discretionary,"4,163,140",0,,,
SRZ,Stellar Resources,Materials,"5,704,930",0,,,
SSG,Shaver Shop Group Limited,Consumer Discretionary,"77,742,700",3,,,
SSL,Sietel Limited,Real Estate,"57,653,800",3,,,
SSLPA,Sietel Limited 5.0% Cumulative Preference,Financials,75,0,,,
SSM,Service Stream,Industrials,"1,066,270,000",47,,,
SSN,Samson Oil & Gas Limited,Energy,328.301,0,,,
SSO,SPDR Small Ords ETF Units FP,,"23,480,900",1,,,
SST,Steamships Trading 50 Toea,Industrials,"480,628,000",21,,,
ST1,Spirit Telecom Limited,Telecommunication Services,"72,994,400",3,,,
STA,Strandline Res Limited,Materials,"40,936,900",2,,,
STC,Sinetech Limited,Information Technology,"2,117,450",0,,,
STG,Straker Translations,,"93,773,500",4,,,
STL,Stargroup Limited,Information Technology,"2,280,450",0,,,
STM,Sunstone Metals Limited,Materials,"35,994,100",2,,,
STN,Saturn Metals,Materials,"24,999,000",1,,,
STO,Santos Limited,Energy,"16,102,100,000",707,,,
STW,SPDR 200 Fund ETF Units FP,,"3,885,880,000",171,,,
STX,Strike Energy Limited,Energy,"385,592,000",17,,,
SUD,Suda Pharmaceuticals,Health Care,"14,225,500",1,,,
SUH,Southern Hem Min,Materials,"2,123,270",0,,,
SUL,Super Ret Rep Limited,Consumer Discretionary,"1,958,050,000",86,,,
SUM,Sumatra Copper&Gold,Materials,"46,591,300",2,,,
SUN,Suncorp Group Limited,Financials,"17,685,600,000",776,,,
SUP,Superior Lake Res,Materials,"15,145,400",1,,,
SUR,Sun Resources NL,Energy,"3,958,670",0,,,
SVA,Simavita Limited,Health Care,"4,177,780",0,,,
SVD,Scandivanadium Limited,Materials,"2,660,540",0,,,
SVH,Silver Heritage Group,Consumer Discretionary,"12,612,200",1,,,
SVL,Silver Mines Limited,Materials,"82,411,700",4,,,
SVM,Sovereign Metals,Materials,"34,131,000",1,,,
SVS,Sunvest Corporation,,"2,735,780",0,,,
SVT,Servtech Global Limited,Information Technology,"10,514,700",0,,,
SVW,Seven Group Holdings,Industrials,"5,911,610,000",0.26,,,
SVY,Stavely Minerals Limited,Materials,"177,757,000",8,,,
SW1,Swift Media Limited,Information Technology,"32,384,700",1,,,
SWF,Selfwealth,Financials,"41,360,100",2,,,
SWK,Swick Mining,Materials,"62,549,600",3,,,
SWM,Seven West Media Limited,Consumer Discretionary,"588,133,000",26,,,
SWTZ,Switzrdividendgrowth Trading Managed Fund Units FP,,"75,753,100",3,,,
SXA,Strata-X Energy Limited,Energy,"3,502,600",0,,,
SXE,STH CRS Elect ENGNR,Industrials,"133,792,000",6,,,
SXL,STHN Cross Media,Consumer Discretionary,"949,732,000",42,,,
SXX,Southern Cross Expl,Materials,"5,386,220",0,,,
SXY,SENEX Energy Limited,Energy,"502,343,000",22,,,
SYA,Sayona Mining Limited,Materials,"18,498,000",1,,,
SYD,SYD Airport,Industrials,"18,136,500,000",796,,,
SYI,Spdrmsciauselecthdy ETF Units FP,,"159,712,000",7,,,
SYR,Syrah Resources,Materials,"208,754,000",9,,,
SYS,SYNGAS Limited,Energy,"2,445,760",0,,,
SYT,Syntonic Limited,Information Technology,"3,472,030",0,,,
SZL,Sezzle Inc Cdi 1:1 US Person Prohibited Excluding QIB,Financials,"184,642,000",8,,,
T3D,333D Limited,Industrials,881.226,0,,,
TAH,Tabcorp Holdings Limited,Consumer Discretionary,"9,822,640,000",431,,,
TAM,Tanami Gold NL,Materials,"56,404,700",2,,,
TAO,TAO Commodities,Materials,"3,355,800",0,,,
TAP,TAP Oil Limited,Energy,"51,056,600",2,,,
TAR,Taruga Minerals,Materials,"4,235,020",0,,,
TAS,Tasman Resources Limited,Materials,"26,920,900",1,,,
TBL,Tambla Limited,Information Technology,"8,919,290",0,,,
TBR,Tribune Res Limited,Materials,"455,125,000",0.02,,,
TCL,Transurban Group,Industrials,"40,141,800,000",1762,,,
TCN,Techniche Limited,Information Technology,"5,478,700",0,,,
TCO,Transmetro Corp. Limited,Consumer Discretionary,"16,059,300",1,,,
TDL,TBG Diagnostics Limited,Health Care,"6,527,620",0,,,
TDO,3D Oil Limited,Energy,"21,215,100",1,,,
TECH,Etfsglobaltech ETF Units FP,,"96,619,400",4,,,
TEG,Triangle Energy Limited,Energy,"27,417,300",1,,,
TEK,Thorney Tech Limited,,"70,753,400",3,,,
TER,Terracom Limited,Energy,"182,190,000",8,,,
TEX,Target Energy,Energy,441.737,0,,,
TFL,Tasfoods Limited,Consumer Staples,"39,623,500",2,,,
TGA,Thorn Group Limited,Consumer Discretionary,"55,251,700",2,,,
TGF,Tribeca Global,,"121,590,000",5,,,
TGG,Templeton Global,,"256,901,000",11,,,
TGM,Theta Gold Mines Limited,Materials,"63,556,200",3,,,
TGN,Tungsten Min NL,Materials,"134,845,000",6,,,
TGO,Trimantium Growthops,Information Technology,"34,044,500",1,,,
TGP,360 Capital Group,Real Estate,"258,577,000",11,,,
TGR,Tassal Group Limited,Consumer Staples,"887,564,000",39,,,
TGS,Tiger Resources,Materials,"110,216,000",5,,,
THC,THC Global Group Limited,Health Care,"61,372,900",3,,,
THD,Thred Limited,Information Technology,"3,578,780",0,,,
THR,Thor Mining Plc,Materials,"1,715,090",0,,,
TIA,Tian An Aust Limited,Real Estate,"36,808,800",2,,,
TIE,Tietto Minerals,Materials,"41,033,000",2,,,
TIG,Tigers Realm Coal,Materials,"62,708,400",3,,,
TIH,Tillegrah Limited,Energy,104.408,0,,,
TIN,TNT Mines Limited,Materials,"2,877,870",0,,,
TIP,Teaminvest Private,Financials,"94,389,700",4,,,
TKF,Tikforce Limited,Information Technology,256.488,0,,,
TKL,Traka Resources,Materials,"4,004,630",0,,,
TKM,Trek Metals Limited,Materials,"1,753,020",0,,,
TLG,Talga Resources,Materials,"93,305,700",4,,,
TLM,Talisman Mining,Materials,"19,498,500",1,,,
TLS,Telstra Corporation,Telecommunication Services,"41,745,500,000",1833,,,
TLT,Tilt Renewables Limited Foreign Exempt NZX,Utilities,"1,198,660,000",53,,,
TLX,TELIX Pharmaceutical,Health Care,"291,586,000",13,,,
TMKDC,Tamaska Oil Gas Limited Deferred Settlement,,"2,450,000",0,,,
TML,Timah Resources Limited,Utilities,"6,557,870",0,,,
TMR,Tempus Resources Limited,Materials,"4,776,750",0,,,
TMT,Technology Metals,Materials,"16,197,500",1,,,
TMX,Terrain Minerals,Materials,"2,574,930",0,,,
TMZ,Thomson Res Limited,Materials,"4,174,120",0,,,
TNE,Technology One,Information Technology,"2,282,000,000",0.1,,,
TNG,TNG Limited,Materials,"95,586,300",4,,,
TNK,Think Childcare Limited,Consumer Discretionary,"81,860,600",4,,,
TNP,Triple Energy Limited,Energy,"1,007,940",0,,,
TNR,Torian Resources Limited,Materials,"5,052,480",0,,,
TNT,Tesserent Limited,Information Technology,"12,061,400",1,,,
TNY,Tinybeans Group Limited,Information Technology,"63,916,500",3,,,
TOE,Toro Energy Limited,Energy,"34,756,700",2,,,
TOM,Tomizone Limited,Telecommunication Services,850.401,0,,,
TON,Triton Min Limited,Materials,"35,231,200",2,,,
TOP,Thorney Opp Limited,,"138,461,000",6,,,
TOT,360 Capital Total Re FP Units Stapled Securities,,"82,866,000",4,,,
TOU,Tlou Energy Limited,Energy,"40,516,200",2,,,
TPC,TPC Consolidated Limited,Utilities,"10,112,100",0,,,
TPD,Talon Petroleum Limited,Energy,"3,553,580",0,,,
TPM,TPG Telecom Limited,Telecommunication Services,"6,439,010,000",283,,,
TPO,Tian Poh Resources,Materials,"34,786,200",2,,,
TPP,Tempo Australia,Industrials,"10,276,100",0,,,
TPS,Threat Protect Limited,Industrials,"32,903,000",1,,,
TPW,Temple & Webster Limited,Consumer Discretionary,"214,300,000",9,,,
TRA,Turners Automotive Foreign Exempt NZX,Consumer Discretionary,"184,798,000",8,,,
TRL,Tanga Resources Limited,Materials,"3,162,570",0,,,
TRM,Truscott Mining Corp,Materials,824.891,0,,,
TRS,The Reject Shop,Consumer Discretionary,"56,370,900",2,,,
TRT,Todd River Res Limited,Materials,"5,694,920",0,,,
TRY,Troy Resources Limited,Materials,"65,127,000",3,,,
TSC,Twenty Seven Co. Limited,Energy,"4,318,980",0,,,
TSL,Titanium Sands Limited,Materials,"10,498,000",0,,,
TTA,TTA Holdings Limited,Consumer Discretionary,"2,748,470",0,,,
TTB,Total Brain Limited,Health Care,"40,439,800",2,,,
TTI,Traffic Technologies,Industrials,"8,680,040",0,,,
TTL,Transcendence,Information Technology,"1,389,760",0,,,
TTM,Titan Minerals,Materials,"53,382,000",2,,,
TTT,Titomic Limited,Materials,"101,833,000",4,,,
TV2,TV2U Inter Limited,Information Technology,"23,470,300",1,,,
TWD,Tamawood Limited,Consumer Discretionary,"84,494,500",4,,,
TWE,Treasury Wine Estate,Consumer Staples,"13,365,700,000",587,,,
TWR,Tower Limited Foreign Exempt NZX,Financials,"224,321,000",0.01,,,
TYM,TYMLEZ Group,Information Technology,"3,695,870",0,,,
TYX,Tyranna Res Limited,Materials,"4,708,650",0,,,
TZL,TZ Limited,Information Technology,"5,644,650",0,,,
TZN,Terramin Australia,Materials,"102,828,000",5,,,
UBA,Ubs IQ MSCI Aust ETF ETF Units FP,,"187,596,000",8,,,
UBE,Ubs IQ MSCI Europe ETF Units FP,,"15,636,500",1,,,
UBI,Universal Biosensors,Health Care,"35,469,800",2,,,
UBJ,Ubs IQ MSCI Japan ETF Units FP,,"6,120,460",0,,,
UBN,Urbanise.com Limited,Information Technology,"25,548,400",1,,,
UBP,Ubs IQ MSCI Asia ETF Units FP,,"12,041,000",1,,,
UBU,Ubs IQ MSCI Usa ETF Units FP,,"7,961,770",0,,,
UBW,Ubs IQ World Ex Aus ETF Units FP,,"39,043,400",2,,,
UCM,Uscom Limited,Health Care,"16,587,200",1,,,
UCW,UCW Limited,Consumer Discretionary,"22,164,200",1,,,
UMAX,Beta S&P500 Yieldmax ETF Units FP,,"96,136,300",4,,,
UNL,United Networks Limited,Telecommunication Services,"1,129,740",0,,,
UNV,Universal Coal Plc,Energy,"133,230,000",6,,,
UOS,United Overseas Aust,Real Estate,"382,856,000",17,,,
URB,URB Investments Limited,,"75,620,200",3,,,
URF,US Masters Res Fund Ordinary Units FP,Real Estate,"250,618,000",11,,,
URW,Unibailrodawestfield Cdi 20:1 Foreign Exempt Xpar,Real Estate,"3,407,190,000",0.15,,,
USD,Betashares US Dollar ETF Units FP,,"293,022,000",13,,,
UTR,Ultracharge Limited,Industrials,"2,246,760",0,,,
UUL,Ultima Utd Limited,Real Estate,733.144,0,,,
UUV,UUV Aquabotix Limited,Industrials,"2,435,630",0,,,
UWL,Uniti Group Limited,Telecommunication Services,"307,266,000",13,,,
VACF,Van Aus Corp Fi ETF ETF Units FP,,"313,098,000",14,,,
VAE,VGD Ftse Asia Ex JPN ETF Units FP,,"167,740,000",7,,,
VAF,VNGD Aus Fi ETF Units FP,,"1,174,280,000",52,,,
VAH,Virgin Aus HLDG Limited,Industrials,"1,351,230,000",59,,,
VAL,Valor Resources Limited,Materials,"11,359,200",0,,,
VAN,Vango Mining Limited,Materials,"121,121,000",5,,,
VAP,VNGD Aus Prop Sec ETF Units FP,,"1,498,520,000",66,,,
VAR,Variscan Mines Limited,Materials,"3,117,150",0,,,
VAS,VNGD Aus Shares ETF Units FP,,"4,118,250,000",181,,,
VBLD,VNGD GLB Infra ETF Units FP,,"43,381,900",2,,,
VBND,VNGD GLB Agg Bond ETF Units FP,,"100,327,000",4,,,
VBS,Vectus Biosystems,Health Care,"17,301,200",1,,,
VCF,VD Int CRD Sec ETF ETF Units FP,,"145,007,000",6,,,
VCX,Vicinity Centres,Real Estate,"9,665,590,000",424,,,
VDBA,VNGD DIV Balance ETF Units FP,,"161,770,000",7,,,
VDCO,VNGD DIV Conserv ETF Units FP,,"73,880,800",3,,,
VDGR,VNGD DIV Growth ETF Units FP,,"165,093,000",7,,,
VDHG,VNGD DIV High Growth ETF Units FP,,"215,915,000",9,,,
VEA,Viva Energy Group,Energy,"3,791,840,000",166,,,
VEC,Vector Resources Limited,Materials,"25,660,700",1,,,
VEE,Veem Limited,Industrials,"71,500,000",3,,,
VEFI,VNGD Ethi GLB Bond ETF Units FP,,"7,309,880",0,,,
VEN,Vintage Energy,Energy,"35,396,700",2,,,
VEQ,VGD Ftse Eur Shares ETF Units FP,,"244,821,000",11,,,
VESG,VNGD Ethi Intl SHS ETF Units FP,,"37,092,400",2,,,
VEU,VNGD All-World Ex-US,,"1,500,850,000",66,,,
VG1,Vgi Partners Global,,"948,126,000",42,,,
VGAD,VNGD Intl Shares H ETF Units FP,,"664,936,000",29,,,
VGB,VNGD Aus GOV Bond ETF Units FP,,"360,854,000",16,,,
VGE,VNGD Emerging MKTS ETF Units FP,,"323,654,000",14,,,
VGI,VGI Partners Limited,Financials,"1,186,430,000",52,,,
VGL,Vista Group Int Limited Foreign Exempt NZX,Information Technology,"584,003,000",26,,,
VGMF,Vanguardmultifactor Trading Managed Units FP,,"15,893,600",1,,,
VGS,VNGD Intl Shares ETF Units FP,,"1,850,310,000",81,,,
VHT,Volpara Health Tech,Health Care,"357,622,000",16,,,
VHY,VNGD Aus High Yield ETF Units FP,,"1,294,470,000",57,,,
VIA,Viagold Capital 1c,Materials,"2,499,370",0,,,
VIC,Victory Mines Limited,Materials,"1,479,230",0,,,
VIF,VD Int (Hedged) ETF ETF Units FP,,"361,218,000",16,,,
VIG,Victor Group Holdings,Information Technology,"15,586,800",1,,,
VII,Vietnam Industrial,Materials,"44,106,000",2,,,
VIP,VIP Gloves,Industrials,"23,135,600",1,,,
VISM,VNGD Intl Small Cap ETF Units FP,,"20,906,100",1,,,
VIV,Vivid Technology Limited,Industrials,"13,614,500",1,,,
VKA,Viking Mines Limited,Materials,"3,450,900",0,,,
VLC,VNGD Aus Large ETF Units FP,,"96,493,700",4,,,
VLS,Vita Life Sciences,Health Care,"35,639,800",2,,,
VLT,Vault Intelligence,Information Technology,"30,875,100",1,,,
VLW,Villa World Limited,Real Estate,"291,623,000",13,,,
VMC,Venus Metals Cor Limited,Materials,"21,461,600",1,,,
VMG,VDM Group Limited,Industrials,"13,855,300",1,,,
VMIN,VNGD Min Vol ATV ETF Trading Managed Units FP,,"11,992,500",1,,,
VML,Vital Metals Limited,Materials,"17,426,100",1,,,
VMS,Venture Minerals,Materials,"14,525,100",1,,,
VMT,Vmoto Limited,Consumer Discretionary,"23,600,100",1,,,
VMX,Valmec Limited,Energy,"38,344,200",2,,,
VMY,Vimy Resources Limited,Energy,"32,323,400",1,,,
VN8,VONEX Limited,Telecommunication Services,"10,762,200",0,,,
VOC,Vocus Group Limited,Telecommunication Services,"2,165,480,000",95,,,
VOL,Victory Offices Limited,Real Estate,"99,387,000",4,,,
VOR,Vortiv Limited,Information Technology,"26,627,300",1,,,
VP7,Velocity Prop GP Limited,Real Estate,"10,133,800",0,,,
VPC,VPCL Limited,,"4,523,380",0,,,
VPR,Volt Power Group,Utilities,"16,489,100",1,,,
VR8,Vanadium Resources,Materials,"16,107,800",1,,,
VRC,Volt Resources Limited,Materials,"16,054,100",1,,,
VRI,Veriluma Limited,Information Technology,"10,722,600",0,,,
VRL,Village Roadshow Limited,Consumer Discretionary,"554,242,000",24,,,
VRS,Veris Limited,Industrials,"20,905,000",1,,,
VRT,Virtus Health Limited,Health Care,"357,735,000",16,,,
VRX,VRX Silica Limited,Materials,"60,647,800",3,,,
VSO,VNGD Aus Small ETF Units FP,,"271,871,000",12,,,
VTG,Vita Group Limited,Consumer Discretionary,"196,969,000",9,,,
VTH,Vitalharvest Ordinary Units FP,Real Estate,"166,500,000",7,,,
VTI,Visioneering Technologies Inc Cdi Forus,Health Care,"82,622,200",4,,,
VTS,VNGD US Total Market,,"1,718,550,000",75,,,
VVA,Viva Leisure Limited,Consumer Discretionary,"110,460,000",5,,,
VVLU,VNGD Globvlu ATV ETF Trading Managed Units FP,,"18,145,000",1,,,
VVR,Viva Energy REIT,Real Estate,"2,219,270,000",97,,,
VXR,Venturex Resources,Materials,"44,778,000",2,,,
VYS,Vysarn Limited,,"16,749,100",1,,,
WAA,Wam Active Limited,,"51,753,100",2,,,
WAF,West African Res Limited,Materials,"422,182,000",19,,,
WAM,WAM Capital Limited,,"1,636,060,000",72,,,
WAT,Waterco Limited,Consumer Discretionary,"73,239,000",3,,,
WAX,Wam Research Limited,,"284,453,000",12,,,
WBA,Webster Limited,Consumer Staples,"452,806,000",0.02,,,
WBAPA,Webster Limited 9% Cumulative Preference,Consumer Staples,535.84,0,,,
WBC,Westpac Banking Corp,Financials,"103,441,000,000",4541,,,
WBE,Whitebark Energy,Energy,"15,705,300",1,,,
WBT,Weebit Nano Limited,Information Technology,"27,114,100",1,,,
WCMQ,Wcmqualityglobalgrow Trading Managed Units FP,,"80,406,200",4,,,
WCN,White Cliff Min Limited,Materials,"2,822,100",0,,,
WDIV,SPDR Global Dividend ETF Units FP,,"261,785,000",11,,,
WDMF,Ishares Edge WLD MF ETF Units FP,,"231,597,000",0.01,,,
WEB,Webjet Limited,Consumer Discretionary,"1,479,410,000",65,,,
WEC,White Energy Company,Energy,"51,631,900",2,,,
WEL,Winchester Energy,Energy,"40,906,700",2,,,
WEMG,SPDR Emerging MKTS ETF Units FP,,"16,839,700",1,,,
WES,Wesfarmers Limited,Consumer Discretionary,"45,750,500,000",2008,,,
