Code,Company,Link,"Market Cap","Last trade",Change,%Change,Sector
ASX:IJH,"iShares S&P Mid-Cap ETF (ASX:IJH)",https://www.listcorp.com/asx/ijh/ishares-s-and-p-mid-cap-etf,"	479796000",49.61,0.15,0.3,Unclassified
ASX:VEQ,"Vanguard FTSE Europe Shares ETF (ASX:VEQ)",https://www.listcorp.com/asx/veq/vanguard-ftse-europe-shares-etf,"	478374000",86.39,-0.23,-0.27,Unclassified
ASX:OBL,"Omni Bridgeway Limited (ASX:OBL)",https://www.listcorp.com/asx/obl/omni-bridgeway-limited,"	477233000",1.595,-0.05,-3.33,Financials
ASX:CGS,"Cogstate Limited (ASX:CGS)",https://www.listcorp.com/asx/cgs/cogstate-limited,"	473684000",2.77,0.01,0.36,"Health Care"
ASX:PIC,"Perpetual Equity Investment Company Limited (ASX:PIC)",https://www.listcorp.com/asx/pic/perpetual-equity-investment-company-limited,"	472485000",1.215,-0.02,-1.22,Financials
ASX:DJRE,"SPDR Dow Jones Global Real Estate ESG Fund (ASX:DJRE)",https://www.listcorp.com/asx/djre/spdr-dow-jones-global-real-estate-esg-fund,"	468514000",21.94,0.17,0.78,Unclassified
ASX:IGL,"IVE Group Limited (ASX:IGL)",https://www.listcorp.com/asx/igl/ive-group-limited,"	468480000",2.95,-0.09,-2.96,"Communication Services"
ASX:WQG,"WCM Global Growth Limited (ASX:WQG)",https://www.listcorp.com/asx/wqg/wcm-global-growth-limited,"	468038000",2.04,-0.02,-0.97,Financials
ASX:BOC,"Bougainville Copper Limited (ASX:BOC)",https://www.listcorp.com/asx/boc/bougainville-copper-limited,"	465233000",0.98,-0.18,-15.52,Materials
ASX:MMI,"Metro Mining Limited (ASX:MMI)",https://www.listcorp.com/asx/mmi/metro-mining-limited,"	464420000",0.073,-0.00,-3.95,Materials
ASX:ICOR,"iShares Core Corporate Bond ETF (ASX:ICOR)",https://www.listcorp.com/asx/icor/ishares-core-corporate-bond-etf,"	463998000",96.13,0.08,0.08,Unclassified
ASX:KSC,"K&S Corporation Limited (ASX:KSC)",https://www.listcorp.com/asx/ksc/k-and-s-corporation-limited,"	461175000",3.33,-0.04,-1.19,Industrials
ASX:LGI,"LGI Limited (ASX:LGI)",https://www.listcorp.com/asx/lgi/lgi-limited,"	459637000",4.42,-0.08,-1.78,Utilities
ASX:RARI,"Russell Investments Australian Responsible Investment ETF (ASX:RARI)",https://www.listcorp.com/asx/rari/russell-investments-australian-responsible-investment-etf,"	456540000",31.71,0.01,0.03,Unclassified
ASX:WMI,"WAM Microcap Limited (ASX:WMI)",https://www.listcorp.com/asx/wmi/wam-microcap-limited,"	452521000",1.615,0.00,0,Financials
ASX:TCG,"Turaco Gold Limited (ASX:TCG)",https://www.listcorp.com/asx/tcg/turaco-gold-limited,"	452347000",0.42,-0.01,-2.33,Materials
ASX:AIS,"Aeris Resources Limited (ASX:AIS)",https://www.listcorp.com/asx/ais/aeris-resources-limited,"	451711000",0.385,-0.08,-17.2,Materials
ASX:CDP,"Carindale Property Trust (ASX:CDP)",https://www.listcorp.com/asx/cdp/carindale-property-trust,"	445126000",5.38,0.00,0,"Real Estate"
ASX:AMA,"AMA Group Limited (ASX:AMA)",https://www.listcorp.com/asx/ama/ama-group-limited,"	445072000",0.093,0.00,0,Industrials
ASX:ALI,"Argo Global Listed Infrastructure Limited (ASX:ALI)",https://www.listcorp.com/asx/ali/argo-global-listed-infrastructure-limited,"	440888000",2.48,0.00,0,Financials
ASX:INR,"Ioneer Ltd (ASX:INR)",https://www.listcorp.com/asx/inr/ioneer-ltd,"	440296000",0.16,-0.00,-3.03,Materials
ASX:MMKT,"Betashares Australian Cash Plus Fund (managed fund) (ASX:MMKT)",https://www.listcorp.com/asx/mmkt/betashares-australian-cash-plus-fund-managed-fund,"	432150000",50.04,0.02,0.04,Unclassified
ASX:PMC,"Platinum Capital Limited (ASX:PMC)",https://www.listcorp.com/asx/pmc/platinum-capital-limited,"	431388000",1.7,0.00,0.29,Financials
ASX:RMC,"Resimac Group Limited (ASX:RMC)",https://www.listcorp.com/asx/rmc/resimac-group-limited,"	431127000",1.05,-0.04,-3.67,Financials
ASX:PPS,"Praemium Limited (ASX:PPS)",https://www.listcorp.com/asx/pps/praemium-limited,"	430583000",0.875,-0.03,-2.78,"Information Technology"
ASX:KPG,"Kelly Partners Group Holdings Limited (ASX:KPG)",https://www.listcorp.com/asx/kpg/kelly-partners-group-holdings-limited,"	430112000",9.45,-0.05,-0.53,Industrials
ASX:MVE,"Vaneck Vectors S&P/ASX Midcap ETF (ASX:MVE)",https://www.listcorp.com/asx/mve/vaneck-vectors-s-and-p-asx-midcap-etf,"	429629000",45.17,-0.44,-0.96,Unclassified
ASX:F100,"BetaShares FTSE 100 ETF (ASX:F100)",https://www.listcorp.com/asx/f100/betashares-ftse-100-etf,"	428402000",14.64,-0.03,-0.2,Unclassified
ASX:SYR,"Syrah Resources Limited (ASX:SYR)",https://www.listcorp.com/asx/syr/syrah-resources-limited,"	426250000",0.315,-0.01,-3.08,Materials
ASX:MGX,"Mount Gibson Iron Limited (ASX:MGX)",https://www.listcorp.com/asx/mgx/mount-gibson-iron-limited,"	424954000",0.345,-0.02,-4.17,Materials
ASX:NVX,"Novonix Limited (ASX:NVX)",https://www.listcorp.com/asx/nvx/novonix-limited,"	424224000",0.48,-0.02,-4.95,"Information Technology"
ASX:SKT,"Sky Network Television Limited (ASX:SKT)",https://www.listcorp.com/asx/skt/sky-network-television-limited,"	424039000",3.14,0.06,1.95,"Communication Services"
ASX:SKS,"SKS Technologies Group Limited (ASX:SKS)",https://www.listcorp.com/asx/sks/sks-technologies-group-limited,"	418685000",3.64,-0.01,-0.27,Industrials
ASX:HCW,"HealthCo Healthcare and Wellness REIT (ASX:HCW)",https://www.listcorp.com/asx/hcw/healthco-healthcare-and-wellness-reit,"	418134000",0.725,-0.04,-4.61,"Real Estate"
ASX:TVN,"Tivan Limited (ASX:TVN)",https://www.listcorp.com/asx/tvn/tivan-limited,"	413744000",0.18,-0.00,-2.7,Materials
ASX:IGB,"iShares Treasury ETF (ASX:IGB)",https://www.listcorp.com/asx/igb/ishares-treasury-etf,"	410986000",98.95,0.11,0.11,Unclassified
ASX:AD8,"Audinate Group Limited (ASX:AD8)",https://www.listcorp.com/asx/ad8/audinate-group-limited,"	409837000",4.61,-0.25,-5.14,"Information Technology"
ASX:DXC,"Dexus Convenience Retail Reit (ASX:DXC)",https://www.listcorp.com/asx/dxc/dexus-convenience-retail-reit,"	409137000",2.95,-0.02,-0.67,"Real Estate"
ASX:AQZ,"Alliance Aviation Services Limited (ASX:AQZ)",https://www.listcorp.com/asx/aqz/alliance-aviation-services-limited,"	407398000",2.53,0.00,0,Industrials
ASX:STK,"Strickland Metals Limited (ASX:STK)",https://www.listcorp.com/asx/stk/strickland-metals-limited,"	407225000",0.17,-0.01,-5.56,Materials
ASX:PLUS,"VanEck Australian Corporate Bond Plus ETF (ASX:PLUS)",https://www.listcorp.com/asx/plus/vaneck-australian-corporate-bond-plus-etf,"	404587000",17.22,0.02,0.12,Unclassified
ASX:ATEC,"BetaShares S&P/ASX Australian Technology ETF (ASX:ATEC)",https://www.listcorp.com/asx/atec/betashares-s-and-p-asx-australian-technology-etf,"	404450000",30,-0.31,-1.02,Unclassified
ASX:VLUE,"VanEck MSCI International Value ETF (ASX:VLUE)",https://www.listcorp.com/asx/vlue/vaneck-msci-international-value-etf,"	403713000",31.79,-0.35,-1.09,Unclassified
ASX:GLOB,"Barrow Hanley Global Share Fund (Managed Fund) (ASX:GLOB)",https://www.listcorp.com/asx/glob/barrow-hanley-global-share-fund-managed-fund,"	401427000",4.83,-0.02,-0.41,Unclassified
ASX:BFG,"Bell Financial Group Limited (ASX:BFG)",https://www.listcorp.com/asx/bfg/bell-financial-group-limited,"	400930000",1.255,0.00,0.4,Financials
ASX:TTT,"Titomic Limited (ASX:TTT)",https://www.listcorp.com/asx/ttt/titomic-limited,"	399671000",0.25,-0.01,-3.85,Materials
ASX:AMI,"Aurelia Metals Limited (ASX:AMI)",https://www.listcorp.com/asx/ami/aurelia-metals-limited,"	397755000",0.22,-0.01,-6.38,Materials
ASX:IMM,"Immutep Limited (ASX:IMM)",https://www.listcorp.com/asx/imm/immutep-limited,"	397418000",0.265,-0.00,-1.85,"Health Care"
ASX:FRGG,"Franklin Global Growth Fund (Managed Fund) (ASX:FRGG)",https://www.listcorp.com/asx/frgg/franklin-global-growth-fund-managed-fund,"	397161000",2.13,0.00,0,Unclassified
ASX:BRN,"Brainchip Holdings Ltd (ASX:BRN)",https://www.listcorp.com/asx/brn/brainchip-holdings,"	396970000",0.195,0.00,0,"Information Technology"
ASX:L1IF,"L1 Capital International Fund (Managed Fund) (ASX:L1IF)",https://www.listcorp.com/asx/l1if/l1-capital-international-fund-managed-fund,"	396493000",6.94,-0.05,-0.72,Unclassified
ASX:WCMQ,"WCM Quality Global Growth Fund (Quoted Managed Fund) (ASX:WCMQ)",https://www.listcorp.com/asx/wcmq/wcm-quality-global-growth-fund-quoted-managed-fund,"	393280000",10.65,-0.02,-0.19,Unclassified
ASX:SPY,"SPDR S&P 500 ETF Trust (ASX:SPY)",https://www.listcorp.com/asx/spy/spdr-s-and-p-500-etf-trust,"	392507000",1038.5,-2.92,-0.28,Unclassified
ASX:SVM,"Sovereign Metals Limited (ASX:SVM)",https://www.listcorp.com/asx/svm/sovereign-metals-limited,"	391398000",0.58,-0.02,-4.13,Materials
ASX:MVR,"Vaneck Vectors Australian Resources ETF (ASX:MVR)",https://www.listcorp.com/asx/mvr/vaneck-vectors-australian-resources-etf,"	389325000",39.64,-0.36,-0.9,Unclassified
ASX:ESTX,"Global X EURO STOXX 50 ETF (ASX:ESTX)",https://www.listcorp.com/asx/estx/global-x-euro-stoxx-50-etf,"	387625000",109.44,-0.38,-0.35,Unclassified
ASX:IESG,"iShares Core MSCI Australia ESG Leaders ETF (ASX:IESG)",https://www.listcorp.com/asx/iesg/ishares-core-msci-australia-esg-leaders-etf,"	383882000",31.71,-0.23,-0.72,Unclassified
ASX:FEX,"Fenix Resources Ltd (ASX:FEX)",https://www.listcorp.com/asx/fex/fenix-resources-ltd,"	383404000",0.47,-0.05,-8.74,Materials
ASX:A1M,"AIC Mines Limited (ASX:A1M)",https://www.listcorp.com/asx/a1m/aic-mines-limited,"	382858000",0.44,-0.04,-8.33,Materials
ASX:NTU,"Northern Minerals Limited (ASX:NTU)",https://www.listcorp.com/asx/ntu/northern-minerals-limited,"	381766000",0.036,-0.00,-10,Materials
ASX:FSML,"Firetrail Australian Small Companies Fund - Active ETF (ASX:FSML)",https://www.listcorp.com/asx/fsml/firetrail-australian-small-companies-fund-active-etf,"	378015000",2.18,-0.05,-2.24,Unclassified
ASX:STX,"Strike Energy Limited (ASX:STX)",https://www.listcorp.com/asx/stx/strike-energy-limited,"	377937000",0.105,0.00,0,Energy
ASX:OPPT,"Magellan Global Opportunities Fund - Active ETF (ASX:OPPT)",https://www.listcorp.com/asx/oppt/magellan-global-opportunities-fund-active-etf,"	377641000",1.81,0.01,0.56,Unclassified
ASX:CVW,"Clearview Wealth Limited (ASX:CVW)",https://www.listcorp.com/asx/cvw/clearview-wealth-limited,"	376186000",0.59,0.00,0,Financials
ASX:FID,"Fiducian Group Limited (ASX:FID)",https://www.listcorp.com/asx/fid/fiducian-group-limited,"	375023000",11.78,-0.10,-0.84,Financials
ASX:SGQ,"St George Mining Limited (ASX:SGQ)",https://www.listcorp.com/asx/sgq/st-george-mining-limited,"	372820000",0.092,-0.01,-12.38,Materials
ASX:EML,"EML Payments Limited (ASX:EML)",https://www.listcorp.com/asx/eml/eml-payments-limited,"	372216000",0.93,-0.03,-3.13,Financials
ASX:MYX,"Mayne Pharma Group Limited (ASX:MYX)",https://www.listcorp.com/asx/myx/mayne-pharma-group-limited,"	372106000",4.85,0.27,5.9,"Health Care"
ASX:BBN,"Baby Bunting Group Limited (ASX:BBN)",https://www.listcorp.com/asx/bbn/baby-bunting-group-limited,"	370998000",2.72,-0.02,-0.73,"Consumer Discretionary"
ASX:SM1,"Synlait Milk Limited (ASX:SM1)",https://www.listcorp.com/asx/sm1/synlait-milk,"	370967000",0.6,-0.02,-2.44,"Consumer Staples"
ASX:RG8,"Regal Asian Investments Limited (ASX:RG8)",https://www.listcorp.com/asx/rg8/regal-asian-investments-limited,"	369671000",2.42,-0.06,-2.42,Financials
ASX:CMA,"Carma Limited (ASX:CMA)",https://www.listcorp.com/asx/cma/carma-limited,"	369009000",2.5,-0.20,-7.41,Unclassified
ASX:AZY,"Antipa Minerals Limited (ASX:AZY)",https://www.listcorp.com/asx/azy/antipa-minerals,"	368976000",0.51,-0.05,-8.93,Materials
ASX:NMG,"New Murchison Gold Limited (ASX:NMG)",https://www.listcorp.com/asx/nmg/new-murchison-gold-limited,"	367276000",0.034,0.00,0,Materials
ASX:WIRE,"Global X Copper Miners ETF (ASX:WIRE)",https://www.listcorp.com/asx/wire/global-x-copper-miners-etf,"	366969000",17.72,-0.59,-3.22,Unclassified
ASX:AGX1,"Antipodes Global Shares (Quoted Managed Fund) (ASX:AGX1)",https://www.listcorp.com/asx/agx1/antipodes-global-shares,"	364689000",6.7,-0.03,-0.45,Unclassified
ASX:EMXC,"iShares MSCI Emerging Markets ex China ETF (ASX:EMXC)",https://www.listcorp.com/asx/emxc/ishares-msci-emerging-markets-ex-china-etf,"	361875000",32.7,-0.31,-0.94,Unclassified
ASX:EUR,"European Lithium Limited (ASX:EUR)",https://www.listcorp.com/asx/eur/european-lithium-limited,"	361830000",0.22,-0.01,-4.35,Materials
ASX:BTL,"Beetaloo Energy Australia Limited (ASX:BTL)",https://www.listcorp.com/asx/btl/beetaloo-energy-australia-limited,"	360329000",0.285,-0.00,-1.72,Energy
ASX:MAU,"Magnetic Resources NL (ASX:MAU)",https://www.listcorp.com/asx/mau/magnetic-resources,"	360224000",1.19,-0.03,-2.46,Materials
ASX:KSL,"Kina Securities Limited (ASX:KSL)",https://www.listcorp.com/asx/ksl/kina-securities-limited,"	359431000",1.235,-0.00,-0.4,Financials
ASX:CXO,"Core Lithium Ltd (ASX:CXO)",https://www.listcorp.com/asx/cxo/core-lithium-ltd,"	359170000",0.135,0.00,0,Materials
ASX:GDI,"GDI Property Group (ASX:GDI)",https://www.listcorp.com/asx/gdi/gdi-property-group,"	358982000",0.655,-0.01,-1.5,"Real Estate"
ASX:PE1,"Pengana Private Equity Trust (ASX:PE1)",https://www.listcorp.com/asx/pe1/pengana-private-equity-trust,"	358508000",1.325,-0.01,-0.38,Financials
ASX:IPG,"IPD Group Ltd (ASX:IPG)",https://www.listcorp.com/asx/ipg/ipd-group-ltd,"	358285000",3.4,-0.05,-1.45,Industrials
ASX:GGUS,"Betashares Geared US Equities Currency Hedged Complex ETF (ASX:GGUS)",https://www.listcorp.com/asx/ggus/betashares-geared-us-equities-currency-hedged-complex-etf,"	356992000",50.2,-0.84,-1.65,Unclassified
ASX:LHGG,"Lakehouse Global Growth Fund Active ETF (ASX:LHGG)",https://www.listcorp.com/asx/lhgg/lakehouse-global-growth-fund-active-etf,"	355779000",2.33,-0.01,-0.43,Unclassified
ASX:ELS,"Elsight Limited (ASX:ELS)",https://www.listcorp.com/asx/els/elsight-limited,"	355629000",1.45,-0.17,-10.49,"Information Technology"
ASX:QMIX,"SPDR MSCI World Quality Mix Fund (ASX:QMIX)",https://www.listcorp.com/asx/qmix/spdr-msci-world-quality-mix-fund,"	355520000",34.75,0.02,0.06,Unclassified
ASX:EMKT,"VanEck MSCI Multifactor Emerging Markets Equity ETF (ASX:EMKT)",https://www.listcorp.com/asx/emkt/vaneck-msci-multifactor-emerging-markets-equity-etf,"	355059000",31.07,-0.20,-0.64,Unclassified
ASX:RXR,"Robex Resources Inc. (ASX:RXR)",https://www.listcorp.com/asx/rxr/robex-resources-inc,"	353483000",4.6,-0.14,-2.95,Materials
ASX:PSQ,"Pacific Smiles Group Limited (ASX:PSQ)",https://www.listcorp.com/asx/psq/pacific-smiles-group,"	352322000",2.18,0.00,0,"Health Care"
ASX:ADH,"Adairs Limited (ASX:ADH)",https://www.listcorp.com/asx/adh/adairs-limited,"	352014000",2.09,0.11,5.29,"Consumer Discretionary"
ASX:IHD,"iShares S&P/ASX Dividend Opportunities ETF (ASX:IHD)",https://www.listcorp.com/asx/ihd/ishares-s-and-p-asx-dividend-opportunities-etf,"	351526000",16.3,-0.03,-0.18,Unclassified
ASX:MAET,"Munro Global Growth Fund (ASX:MAET)",https://www.listcorp.com/asx/maet/munro-global-growth-fund,"	350291000",6.45,-0.07,-1.07,Unclassified
ASX:DN1,"Dominion Income Trust 1 (ASX:DN1)",https://www.listcorp.com/asx/dn1/dominion-income-trust-1,"	349899000",101,-0.42,-0.41,Unclassified
ASX:TECH,"Global X Morningstar Global Technology ETF (ASX:TECH)",https://www.listcorp.com/asx/tech/global-x-morningstar-global-technology-etf,"	349782000",106.14,-1.54,-1.43,Unclassified
ASX:ISEC,"iShares Enhanced Cash ETF (ASX:ISEC)",https://www.listcorp.com/asx/isec/ishares-enhanced-cash-etf,"	348663000",100.82,0.01,0.01,Unclassified
ASX:ACF,"Acrow Limited (ASX:ACF)",https://www.listcorp.com/asx/acf/acrow-limited,"	347976000",1.09,-0.03,-2.68,Industrials
ASX:RBTZ,"Betashares Global Robotics and Artificial Intelligence ETF (ASX:RBTZ)",https://www.listcorp.com/asx/rbtz/betashares-global-robotics-and-artificial-intelligence-etf,"	346226000",15.84,-0.63,-3.83,Unclassified
ASX:CAY,"Canyon Resources Limited (ASX:CAY)",https://www.listcorp.com/asx/cay/canyon-resources,"	345906000",0.17,-0.01,-5.56,Materials
ASX:QRE,"BetaShares Australian Resources Sector ETF (ASX:QRE)",https://www.listcorp.com/asx/qre/betashares-australian-resources-sector-etf,"	344674000",7.99,-0.03,-0.37,Unclassified
ASX:SST,"Steamships Trading Company Limited (ASX:SST)",https://www.listcorp.com/asx/sst/steamships-trading-company,"	344191000",11.1,0.00,0,Industrials
ASX:GLDN,"iShares Physical Gold ETF (ASX:GLDN)",https://www.listcorp.com/asx/gldn/ishares-physical-gold-etf,"	343184000",48.59,0.12,0.25,Unclassified
ASX:SVL,"Silver Mines Limited (ASX:SVL)",https://www.listcorp.com/asx/svl/silver-mines-limited,"	342735000",0.155,-0.01,-3.13,Materials
ASX:WXHG,"SPDR S&P World ex Australia Carbon Control (Hedged) Fund (ASX:WXHG)",https://www.listcorp.com/asx/wxhg/spdr-s-and-p-world-ex-australia-carbon-control-hedged-fund,"	342656000",27.65,-0.27,-0.97,Unclassified
ASX:PBH,"Pointsbet Holdings Limited (ASX:PBH)",https://www.listcorp.com/asx/pbh/pointsbet-holdings-limited,"	342373000",0.92,-0.07,-6.6,"Consumer Discretionary"
ASX:AGI,"Ainsworth Game Technology Limited (ASX:AGI)",https://www.listcorp.com/asx/agi/ainsworth-game-technology-limited,"	341846000",1.035,0.02,1.97,"Consumer Discretionary"
ASX:NVA,"Nova Minerals Limited (ASX:NVA)",https://www.listcorp.com/asx/nva/nova-minerals-limited,"	340975000",0.84,0.01,1.2,Materials
ASX:MC2,"Marimaca Copper Corp (ASX:MC2)",https://www.listcorp.com/asx/mc2/marimaca-copper-corp,"	340019000",11.98,0.00,0,Unclassified
ASX:AMH,"AMCIL Limited (ASX:AMH)",https://www.listcorp.com/asx/amh/amcil,"	339989000",1.07,0.01,0.47,Financials
ASX:WJL,"Webjet Group Limited (ASX:WJL)",https://www.listcorp.com/asx/wjl/webjet-group-limited,"	337576000",0.86,0.00,0,Unclassified
ASX:AUC,"Ausgold Limited (ASX:AUC)",https://www.listcorp.com/asx/auc/ausgold-limited,"	335945000",0.77,-0.01,-0.65,Materials
ASX:XGOV,"VanEck 10+ Year Australian Government Bond ETF (ASX:XGOV)",https://www.listcorp.com/asx/xgov/vaneck-10-year-australian-government-bond-etf,"	335795000",51.91,0.10,0.19,Unclassified
ASX:HZN,"Horizon Oil Limited (ASX:HZN)",https://www.listcorp.com/asx/hzn/horizon-oil-limited,"	333656000",0.205,0.00,0,Energy
ASX:PIA,"Pengana International Equities Limited (ASX:PIA)",https://www.listcorp.com/asx/pia/pengana-international-equities-limited,"	331974000",1.275,-0.01,-1.16,Financials
ASX:TBR,"Tribune Resources Ltd (ASX:TBR)",https://www.listcorp.com/asx/tbr/tribune-resources,"	331598000",6.07,-0.25,-3.96,Materials
ASX:ATR,"Astron Corporation Limited (ASX:ATR)",https://www.listcorp.com/asx/atr/astron-corporation,"	331450000",0.81,0.02,2.53,Materials
ASX:WDIV,"SPDR S&P Global Dividend Fund (ASX:WDIV)",https://www.listcorp.com/asx/wdiv/spdr-s-and-p-global-dividend-fund,"	326535000",21.6,0.03,0.14,Unclassified
ASX:PAC,"Pacific Current Group Limited (ASX:PAC)",https://www.listcorp.com/asx/pac/pacific-current-group,"	325963000",10.71,-0.10,-0.93,Financials
ASX:VYS,"Vysarn Limited (ASX:VYS)",https://www.listcorp.com/asx/vys/vysarn-limited,"	324379000",0.62,0.00,0.81,Materials
ASX:IHHY,"iShares Global High Yield Bond (AUD Hedged) ETF (ASX:IHHY)",https://www.listcorp.com/asx/ihhy/ishares-global-high-yield-bond-aud-hedged-etf,"	322590000",93.68,0.00,0,Unclassified
ASX:PWR,"Peter Warren Automotive Holdings Limited (ASX:PWR)",https://www.listcorp.com/asx/pwr/peter-warren-automotive-holdings-limited,"	319535000",1.8,-0.05,-2.96,"Consumer Discretionary"
ASX:RCB,"Russell Investments Australian Select Corporate Bond ETF (ASX:RCB)",https://www.listcorp.com/asx/rcb/russell-investments-australian-select-corporate-bond-etf,"	318098000",20.22,0.00,0,Unclassified
ASX:OCC,"Orthocell Limited (ASX:OCC)",https://www.listcorp.com/asx/occ/orthocell-limited,"	314197000",1.13,-0.03,-2.59,"Health Care"
ASX:KGN,"Kogan.com Limited (ASX:KGN)",https://www.listcorp.com/asx/kgn/kogan.com-limited,"	313810000",3.1,-0.05,-1.59,"Consumer Discretionary"
ASX:HUM,"Humm Group Limited (ASX:HUM)",https://www.listcorp.com/asx/hum/humm-group-limited,"	313085000",0.61,-0.03,-3.94,Financials
ASX:RXL,"Rox Resources Limited (ASX:RXL)",https://www.listcorp.com/asx/rxl/rox-resources,"	312380000",0.41,-0.00,-1.2,Materials
ASX:BNZ,"Benz Mining Corp (ASX:BNZ)",https://www.listcorp.com/asx/bnz/benz-mining-corp,"	312205000",1.415,-0.11,-6.91,Materials
ASX:DUG,"DUG Technology Ltd (ASX:DUG)",https://www.listcorp.com/asx/dug/dug-technology-ltd,"	311047000",2.22,-0.08,-3.48,"Information Technology"
ASX:MSTR,"Morningstar International Shares Active ETF (Managed Fund) (ASX:MSTR)",https://www.listcorp.com/asx/mstr/morningstar-international-shares-active-etf-managed-fund,"	309353000",9.24,0.01,0.11,Unclassified
ASX:ERD,"EROAD Limited (ASX:ERD)",https://www.listcorp.com/asx/erd/eroad-limited,"	307644000",1.57,-0.07,-4.27,"Information Technology"
ASX:ASL,"Andean Silver Limited (ASX:ASL)",https://www.listcorp.com/asx/asl/andean-silver-limited,"	304759000",1.505,-0.10,-5.94,Materials
ASX:VLC,"Vanguard MSCI Australian Large Companies Index ETF (ASX:VLC)",https://www.listcorp.com/asx/vlc/vanguard-msci-australian-large-companies-index-etf,"	303955000",86.33,0.09,0.1,Unclassified
ASX:AESG,"iShares Global Aggregate Bond ESG (AUD Hedged) ETF (ASX:AESG)",https://www.listcorp.com/asx/aesg/ishares-global-aggregate-bond-esg-aud-hedged-etf,"	303518000",97.89,0.14,0.14,Unclassified
ASX:REP,"RAM Essential Services Property Fund (ASX:REP)",https://www.listcorp.com/asx/rep/ram-essential-services-property-fund,"	303205000",0.6,-0.01,-0.83,"Real Estate"
ASX:XRF,"XRF Scientific Limited (ASX:XRF)",https://www.listcorp.com/asx/xrf/xrf-scientific-limited,"	303144000",2.1,-0.02,-0.94,Industrials
ASX:HLO,"Helloworld Travel Limited (ASX:HLO)",https://www.listcorp.com/asx/hlo/helloworld-travel-limited,"	300521000",1.77,-0.07,-3.8,"Consumer Discretionary"
ASX:AFP,"AFT Pharmaceuticals Limited (ASX:AFP)",https://www.listcorp.com/asx/afp/aft-pharmaceuticals-limited,"	298869000",2.81,-0.04,-1.4,"Health Care"
ASX:SVR,"Solvar Limited (ASX:SVR)",https://www.listcorp.com/asx/svr/solvar-limited,"	298189000",1.55,-0.02,-1.27,Financials
ASX:SMLL,"Betashares Australian Small Companies Select Fund (managed fund) (ASX:SMLL)",https://www.listcorp.com/asx/smll/betashares-australian-small-companies-select-fund-managed-fund,"	297460000",4.48,-0.04,-0.88,Unclassified
ASX:RDV,"Russell Investments High Dividend Australian Shares ETF (ASX:RDV)",https://www.listcorp.com/asx/rdv/russell-investments-high-dividend-australian-shares-etf,"	297165000",34.85,0.12,0.35,Unclassified
ASX:GRR,"Grange Resources Limited (ASX:GRR)",https://www.listcorp.com/asx/grr/grange-resources,"	295121000",0.245,-0.01,-3.92,Materials
ASX:ACE,"Acusensus Limited (ASX:ACE)",https://www.listcorp.com/asx/ace/acusensus-limited,"	294556000",1.91,-0.17,-8.17,"Information Technology"
ASX:DXB,"Dimerix Limited (ASX:DXB)",https://www.listcorp.com/asx/dxb/dimerix-limited,"	294194000",0.465,-0.02,-5.1,"Health Care"
ASX:UMAX,"BetaShares S&P 500 Yield Maximiser Fund (managed fund) (ASX:UMAX)",https://www.listcorp.com/asx/umax/betashares-s-and-p-500-yield-maximiser-fund-managed-fund,"	294099000",27,0.04,0.15,Unclassified
ASX:IHCB,"iShares Core Global Corporate Bond (AUD Hedged) ETF (ASX:IHCB)",https://www.listcorp.com/asx/ihcb/ishares-core-global-corporate-bond-aud-hedged-etf,"	294071000",92.59,0.27,0.29,Unclassified
ASX:MPW,"Metal Powder Works Limited (ASX:MPW)",https://www.listcorp.com/asx/mpw/metal-powder-works-limited,"	293586000",2.44,-0.26,-9.63,Industrials
ASX:SFC,"Schaffer Corporation Limited (ASX:SFC)",https://www.listcorp.com/asx/sfc/schaffer-corporation-limited,"	290164000",21.05,-0.30,-1.41,"Consumer Discretionary"
ASX:CEL,"Challenger Gold Limited (ASX:CEL)",https://www.listcorp.com/asx/cel/challenger-gold-limited,"	288870000",0.11,-0.01,-8.33,Materials
ASX:AAR,"Astral Resources NL (ASX:AAR)",https://www.listcorp.com/asx/aar/astral-resources-nl,"	287509000",0.18,-0.01,-7.69,Materials
ASX:SKO,"Serko Limited (ASX:SKO)",https://www.listcorp.com/asx/sko/serko-limited,"	286580000",2.15,-0.15,-6.52,"Information Technology"
ASX:WA8,"Warriedar Resources Limited (ASX:WA8)",https://www.listcorp.com/asx/wa8/warriedar-resources-limited,"	286174000",0.23,-0.01,-2.13,Materials
ASX:TBN,"Tamboran Resources Limited (ASX:TBN)",https://www.listcorp.com/asx/tbn/tamboran-resources-limited,"	285642000",0.18,-0.01,-5.26,Energy
ASX:WMX,"WAM Income Maximiser Limited (ASX:WMX)",https://www.listcorp.com/asx/wmx/wam-income-maximiser-limited,"	282047000",1.6,-0.01,-0.62,Financials
ASX:MRE,"Metrics Real Estate Multi-Strategy Fund (ASX:MRE)",https://www.listcorp.com/asx/mre/metrics-real-estate-multi-strategy-fund,"	281634000",1.875,0.02,0.81,Unclassified
ASX:ATA,"Atturra Limited (ASX:ATA)",https://www.listcorp.com/asx/ata/atturra-limited,"	279537000",0.75,0.00,0,"Information Technology"
ASX:GG8,"Gorilla Gold Mines Ltd (ASX:GG8)",https://www.listcorp.com/asx/gg8/gorilla-gold-mines-ltd,"	279308000",0.39,0.01,1.3,Materials
