Code,Company,Link,"Market Cap","Last trade",Change,%Change,Sector
ASX:RWC,"Reliance Worldwide Corporation Limited (ASX:RWC)",https://www.listcorp.com/asx/rwc/reliance-worldwide-corporation-limited,"	3096390000",3.96,-0.08,-1.98,Industrials
ASX:MSB,"Mesoblast Limited (ASX:MSB)",https://www.listcorp.com/asx/msb/mesoblast-limited,"	3091950000",2.41,0.00,0,"Health Care"
ASX:MVW,"Vaneck Vectors Australian Equal Weight ETF (ASX:MVW)",https://www.listcorp.com/asx/mvw/vaneck-vectors-australian-equal-weight-etf,"	3088630000",38.92,-0.06,-0.15,Unclassified
ASX:IFL,"Insignia Financial Ltd (ASX:IFL)",https://www.listcorp.com/asx/ifl/insignia-financial-ltd,"	3058510000",4.56,0.00,0,Financials
ASX:VAF,"Vanguard Australian Fixed Interest Index ETF (ASX:VAF)",https://www.listcorp.com/asx/vaf/vanguard-australian-fixed-interest-index-etf,"	3052940000",46.5,0.04,0.09,Unclassified
ASX:NIC,"Nickel Industries Limited (ASX:NIC)",https://www.listcorp.com/asx/nic/nickel-industries-limited,"	3038660000",0.685,-0.01,-2.14,Materials
ASX:SGM,"Sims Limited (ASX:SGM)",https://www.listcorp.com/asx/sgm/sims-limited,"	3035600000",15.66,-0.05,-0.32,Materials
ASX:CLW,"Charter Hall Long WALE REIT (ASX:CLW)",https://www.listcorp.com/asx/clw/charter-hall-long-wale-reit,"	2989820000",4.22,0.01,0.24,"Real Estate"
ASX:BGBL,"Betashares Global Shares ETF (ASX:BGBL)",https://www.listcorp.com/asx/bgbl/betashares-global-shares-etf,"	2986520000",81.62,-0.34,-0.41,Unclassified
ASX:ARB,"ARB Corporation Limited (ASX:ARB)",https://www.listcorp.com/asx/arb/arb-corporation-limited,"	2971010000",35.49,-0.11,-0.31,"Consumer Discretionary"
ASX:CIA,"Champion Iron Limited (ASX:CIA)",https://www.listcorp.com/asx/cia/champion-iron-limited,"	2948880000",5.5,-0.03,-0.54,Materials
ASX:VEA,"Viva Energy Group Limited (ASX:VEA)",https://www.listcorp.com/asx/vea/viva-energy-group-limited,"	2942430000",1.805,-0.01,-0.28,Energy
ASX:ASB,"Austal Limited (ASX:ASB)",https://www.listcorp.com/asx/asb/austal-limited,"	2937470000",6.67,-0.29,-4.17,Industrials
ASX:SUBD,"VanEck Australian Subordinated Debt ETF (ASX:SUBD)",https://www.listcorp.com/asx/subd/vaneck-australian-subordinated-debt-etf,"	2875740000",25.25,-0.01,-0.04,Unclassified
ASX:BPT,"Beach Energy Limited (ASX:BPT)",https://www.listcorp.com/asx/bpt/beach-energy-limited,"	2840260000",1.24,-0.00,-0.4,Energy
ASX:TPW,"Temple & Webster Group Limited (ASX:TPW)",https://www.listcorp.com/asx/tpw/temple-and-webster-group-limited,"	2837280000",23.27,-0.32,-1.36,"Consumer Discretionary"
ASX:MP1,"Megaport Limited (ASX:MP1)",https://www.listcorp.com/asx/mp1/megaport-limited,"	2831700000",15.81,-1.69,-9.66,"Information Technology"
ASX:GDG,"Generation Development Group Limited (ASX:GDG)",https://www.listcorp.com/asx/gdg/generation-development-group,"	2828830000",6.97,-0.11,-1.55,Financials
ASX:PMV,"Premier Investments Limited (ASX:PMV)",https://www.listcorp.com/asx/pmv/premier-investments-limited,"	2823480000",17.56,-0.10,-0.57,"Consumer Discretionary"
ASX:HDN,"HomeCo Daily Needs REIT (ASX:HDN)",https://www.listcorp.com/asx/hdn/homeco-daily-needs-reit,"	2806770000",1.355,0.01,0.74,"Real Estate"
ASX:RGN,"Region Group (ASX:RGN)",https://www.listcorp.com/asx/rgn/region-group,"	2798570000",2.42,0.01,0.41,"Real Estate"
ASX:ILU,"Iluka Resources Limited (ASX:ILU)",https://www.listcorp.com/asx/ilu/iluka-resources-limited,"	2775890000",6.23,-0.23,-3.56,Materials
ASX:MFF,"MFF Capital Investments Limited (ASX:MFF)",https://www.listcorp.com/asx/mff/mff-capital-investments,"	2775070000",4.68,-0.03,-0.64,Financials
ASX:BWP,"BWP Trust (ASX:BWP)",https://www.listcorp.com/asx/bwp/bwp-trust,"	2759880000",3.82,0.01,0.26,"Real Estate"
ASX:L1G,"L1 Group Limited (ASX:L1G)",https://www.listcorp.com/asx/l1g/l1-group-limited,"	2717970000",1.085,0.01,1.4,Financials
ASX:CSC,"Capstone Copper Corp (ASX:CSC)",https://www.listcorp.com/asx/csc/capstone-copper-corp,"	2692000000",12.61,-0.65,-4.9,Materials
ASX:PXA,"PEXA Group Limited (ASX:PXA)",https://www.listcorp.com/asx/pxa/pexa-group-limited,"	2688890000",15.1,-0.04,-0.26,"Real Estate"
ASX:GYG,"Guzman y Gomez Limited (ASX:GYG)",https://www.listcorp.com/asx/gyg/guzman-y-gomez-limited,"	2659850000",24.8,-0.95,-3.69,"Consumer Discretionary"
ASX:NEU,"Neuren Pharmaceuticals Limited (ASX:NEU)",https://www.listcorp.com/asx/neu/neuren-pharmaceuticals-limited,"	2617070000",20.23,-0.46,-2.22,"Health Care"
ASX:FLT,"Flight Centre Travel Group Limited (ASX:FLT)",https://www.listcorp.com/asx/flt/flight-centre-travel-group-limited,"	2609450000",11.86,-0.35,-2.87,"Consumer Discretionary"
ASX:SLX,"Silex Systems Limited (ASX:SLX)",https://www.listcorp.com/asx/slx/silex-systems-limited,"	2594430000",9.53,0.16,1.71,Industrials
ASX:RYM,"Ryman Healthcare Limited (ASX:RYM)",https://www.listcorp.com/asx/rym/ryman-healthcare-limited,"	2569790000",2.55,0.02,0.79,"Health Care"
ASX:VGN,"Virgin Australia Holdings Limited (ASX:VGN)",https://www.listcorp.com/asx/vgn/virgin-australia-holdings-limited,"	2549290000",3.25,-0.01,-0.31,Industrials
ASX:HBRD,"BetaShares Active Australian Hybrids Fund (managed fund) (ASX:HBRD)",https://www.listcorp.com/asx/hbrd/betashares-active-australian-hybrids-fund,"	2518610000",10.11,-0.01,-0.1,Unclassified
ASX:SNZ,"Summerset Group Holdings Limited (ASX:SNZ)",https://www.listcorp.com/asx/snz/summerset-group-holdings-limited,"	2508440000",10.05,-0.30,-2.9,"Health Care"
ASX:ORA,"Orora Group Limited (ASX:ORA)",https://www.listcorp.com/asx/ora/orora-group-limited,"	2488560000",2,0.03,1.27,Materials
ASX:PRN,"Perenti Limited (ASX:PRN)",https://www.listcorp.com/asx/prn/perenti-limited,"	2434290000",2.56,-0.03,-1.16,Materials
ASX:GNE,"Genesis Energy Limited (ASX:GNE)",https://www.listcorp.com/asx/gne/genesis-energy-limited,"	2429920000",2.19,0.00,0,Utilities
ASX:MXT,"Metrics Master Income Trust (ASX:MXT)",https://www.listcorp.com/asx/mxt/metrics-master-income-trust,"	2378920000",1.92,-0.03,-1.29,Financials
ASX:CQR,"Charter Hall Retail REIT (ASX:CQR)",https://www.listcorp.com/asx/cqr/charter-hall-retail-reit,"	2371420000",4.08,0.00,0,"Real Estate"
ASX:TAH,"Tabcorp Holdings Limited (ASX:TAH)",https://www.listcorp.com/asx/tah/tabcorp-holdings-limited,"	2357900000",0.99,-0.04,-3.88,"Consumer Discretionary"
ASX:EVT,"EVT Limited (ASX:EVT)",https://www.listcorp.com/asx/evt/evt-limited,"	2356580000",14.55,0.05,0.34,"Communication Services"
ASX:CTD,"Corporate Travel Management Limited (ASX:CTD)",https://www.listcorp.com/asx/ctd/corporate-travel-management,"	2351450000",16.07,0.00,0,"Consumer Discretionary"
ASX:INA,"Ingenia Communities Group (ASX:INA)",https://www.listcorp.com/asx/ina/ingenia-communities-group,"	2266160000",5.58,0.02,0.36,"Real Estate"
ASX:MND,"Monadelphous Group Limited (ASX:MND)",https://www.listcorp.com/asx/mnd/monadelphous-group-limited,"	2264890000",22.59,-0.20,-0.88,Industrials
ASX:REG,"Regis Healthcare Limited (ASX:REG)",https://www.listcorp.com/asx/reg/regis-healthcare-limited,"	2258640000",7.39,-0.08,-1.07,"Health Care"
ASX:OBM,"Ora Banda Mining Ltd (ASX:OBM)",https://www.listcorp.com/asx/obm/ora-banda-mining,"	2256290000",1.15,-0.03,-2.95,Materials
ASX:LSF,"L1 Long Short Fund Limited (ASX:LSF)",https://www.listcorp.com/asx/lsf/l1-long-short-fund-limited,"	2237200000",3.49,-0.05,-1.41,Financials
ASX:CIP,"Centuria Industrial REIT (ASX:CIP)",https://www.listcorp.com/asx/cip/centuria-industrial-reit,"	2204010000",3.52,0.01,0.28,"Real Estate"
ASX:FRW,"Freightways Group Limited (ASX:FRW)",https://www.listcorp.com/asx/frw/freightways-group-limited,"	2185980000",12.22,0.00,0,Industrials
ASX:PPT,"Perpetual Limited (ASX:PPT)",https://www.listcorp.com/asx/ppt/perpetual-limited,"	2176280000",19.15,0.19,1,Financials
ASX:QHAL,"VanEck MSCI International Quality (Hedged) ETF (ASX:QHAL)",https://www.listcorp.com/asx/qhal/vaneck-msci-international-quality-hedged-etf,"	2174910000",51.54,-0.36,-0.69,Unclassified
ASX:DBI,"Dalrymple Bay Infrastructure Limited (ASX:DBI)",https://www.listcorp.com/asx/dbi/dalrymple-bay-infrastructure-limited,"	2171440000",4.28,-0.10,-2.28,Industrials
ASX:NWH,"NRW Holdings Limited (ASX:NWH)",https://www.listcorp.com/asx/nwh/nrw-holdings-limited,"	2168680000",4.67,-0.05,-1.06,Industrials
ASX:NXG,"NexGen Energy (Canada) Ltd (ASX:NXG)",https://www.listcorp.com/asx/nxg/nexgen-energy-canada-ltd,"	2154200000",13.64,-0.39,-2.78,Energy
ASX:NCK,"Nick Scali Limited (ASX:NCK)",https://www.listcorp.com/asx/nck/nick-scali-limited,"	2151950000",25.24,0.08,0.32,"Consumer Discretionary"
ASX:IPX,"IperionX Limited (ASX:IPX)",https://www.listcorp.com/asx/ipx/iperionx-limited,"	2111200000",6.01,-0.28,-4.45,Materials
ASX:DRR,"Deterra Royalties Limited (ASX:DRR)",https://www.listcorp.com/asx/drr/deterra-royalties-limited,"	2079490000",3.86,-0.07,-1.78,Materials
ASX:ZIM,"Zimplats Holdings Limited (ASX:ZIM)",https://www.listcorp.com/asx/zim/zimplats-holdings-limited,"	2027890000",17.99,-0.85,-4.51,Materials
ASX:WAM,"WAM Capital Limited (ASX:WAM)",https://www.listcorp.com/asx/wam/wam-capital-limited,"	1997960000",1.74,-0.03,-1.42,Financials
ASX:SMR,"Stanmore Resources Limited (ASX:SMR)",https://www.listcorp.com/asx/smr/stanmore-resources-limited,"	1992080000",2.16,-0.05,-2.26,Materials
ASX:SDR,"SiteMinder Limited (ASX:SDR)",https://www.listcorp.com/asx/sdr/siteminder-limited,"	1981030000",6.79,-0.25,-3.55,"Information Technology"
ASX:PNR,"Pantoro Gold Limited (ASX:PNR)",https://www.listcorp.com/asx/pnr/pantoro-gold-limited,"	1978790000",4.91,-0.11,-2.19,Materials
ASX:CAT,"Catapult Sports Ltd (ASX:CAT)",https://www.listcorp.com/asx/cat/catapult-sports-ltd,"	1976560000",6.38,-0.14,-2.15,"Information Technology"
ASX:GNC,"GrainCorp Limited (ASX:GNC)",https://www.listcorp.com/asx/gnc/graincorp-limited,"	1951800000",8.83,0.05,0.57,"Consumer Staples"
ASX:CNI,"Centuria Capital Group (ASX:CNI)",https://www.listcorp.com/asx/cni/centuria-capital-group,"	1934110000",2.34,0.01,0.43,"Real Estate"
ASX:GOZ,"Growthpoint Properties Australia (ASX:GOZ)",https://www.listcorp.com/asx/goz/growthpoint-properties,"	1923470000",2.58,0.03,1.18,"Real Estate"
ASX:GLF,"GemLife Communities Group (ASX:GLF)",https://www.listcorp.com/asx/glf/gemlife-communities-group,"	1920460000",5.01,-0.04,-0.79,"Real Estate"
ASX:NWS,"News Corporation (ASX:NWS)",https://www.listcorp.com/asx/nws/news-corp,"	1906840000",44.99,-0.77,-1.68,"Communication Services"
ASX:RSG,"Resolute Mining Limited (ASX:RSG)",https://www.listcorp.com/asx/rsg/resolute-mining-limited,"	1874130000",0.825,-0.06,-6.25,Materials
ASX:DDR,"Dicker Data Limited (ASX:DDR)",https://www.listcorp.com/asx/ddr/dicker-data-limited,"	1872620000",10.32,-0.04,-0.39,"Information Technology"
ASX:HGBL,"BetaShares Global Shares ETF - Currency Hedged (ASX:HGBL)",https://www.listcorp.com/asx/hgbl/betashares-global-shares-etf-currency-hedged,"	1872550000",76.07,-0.72,-0.94,Unclassified
ASX:ASK,"Abacus Storage King (ASX:ASK)",https://www.listcorp.com/asx/ask/abacus-storage-king,"	1859460000",1.42,0.00,0.35,"Real Estate"
ASX:MAF,"MA Financial Group Limited (ASX:MAF)",https://www.listcorp.com/asx/maf/ma-financial-group-limited,"	1859030000",9.39,-0.15,-1.57,Financials
ASX:JDO,"Judo Capital Holdings Limited (ASX:JDO)",https://www.listcorp.com/asx/jdo/judo-capital-holdings-limited,"	1849750000",1.64,-0.01,-0.61,Financials
ASX:NEC,"Nine Entertainment Co. Holdings Limited (ASX:NEC)",https://www.listcorp.com/asx/nec/nine-entertainment-co-holdings-limited,"	1847410000",1.13,-0.03,-3,"Communication Services"
ASX:DMP,"Domino's Pizza Enterprises Limited (ASX:DMP)",https://www.listcorp.com/asx/dmp/dominos-pizza-enterprises-limited,"	1809740000",19.15,0.02,0.1,"Consumer Discretionary"
ASX:CU6,"Clarity Pharmaceuticals Ltd (ASX:CU6)",https://www.listcorp.com/asx/cu6/clarity-pharmaceuticals,"	1800160000",4.61,-0.23,-4.75,"Health Care"
ASX:WLE,"WAM Leaders Limited (ASX:WLE)",https://www.listcorp.com/asx/wle/wam-leaders-limited,"	1778640000",1.315,0.02,1.54,Financials
ASX:OCL,"Objective Corporation Limited (ASX:OCL)",https://www.listcorp.com/asx/ocl/objective-corporation-limited,"	1772790000",18.16,-0.37,-2,"Information Technology"
ASX:CYL,"Catalyst Metals Limited (ASX:CYL)",https://www.listcorp.com/asx/cyl/catalyst-metals-limited,"	1766320000",6.83,-0.06,-0.87,Materials
ASX:WPR,"Waypoint REIT (ASX:WPR)",https://www.listcorp.com/asx/wpr/waypoint-reit,"	1747310000",2.66,0.01,0.38,"Real Estate"
ASX:MAQ,"Macquarie Technology Group Limited (ASX:MAQ)",https://www.listcorp.com/asx/maq/macquarie-technology-group-limited,"	1730450000",65.1,-2.04,-3.04,"Information Technology"
ASX:IMD,"IMDEX Limited (ASX:IMD)",https://www.listcorp.com/asx/imd/imdex-limited,"	1730030000",3.36,-0.02,-0.59,Materials
ASX:QPON,"BetaShares Australian Bank Senior Floating Rate Bond ETF (ASX:QPON)",https://www.listcorp.com/asx/qpon/betashares-australian-bank-senior-floating-rate-bond-etf,"	1713650000",26.13,-0.02,-0.08,Unclassified
ASX:MAD,"Mader Group Limited (ASX:MAD)",https://www.listcorp.com/asx/mad/mader-group-limited,"	1713150000",8.39,-0.03,-0.36,Industrials
ASX:ABB,"Aussie Broadband Limited (ASX:ABB)",https://www.listcorp.com/asx/abb/aussie-broadband-limited,"	1708640000",5.74,-0.10,-1.71,"Communication Services"
ASX:SRG,"SRG Global Limited (ASX:SRG)",https://www.listcorp.com/asx/srg/srg-global-limited,"	1698060000",2.71,0.00,0,Industrials
ASX:BGL,"Bellevue Gold Limited (ASX:BGL)",https://www.listcorp.com/asx/bgl/bellevue-gold-limited,"	1695460000",1.11,-0.04,-3.06,Materials
ASX:AIZ,"Air New Zealand Limited (ASX:AIZ)",https://www.listcorp.com/asx/aiz/air-new-zealand-limited,"	1688260000",0.53,0.01,1.92,Industrials
ASX:IRE,"Iress Limited (ASX:IRE)",https://www.listcorp.com/asx/ire/iress-limited,"	1682970000",8.84,-0.17,-1.89,"Information Technology"
ASX:MGH,"MAAS Group Holdings Limited (ASX:MGH)",https://www.listcorp.com/asx/mgh/maas-group-holdings-limited,"	1658910000",4.45,-0.11,-2.41,Industrials
ASX:FANG,"Global X FANG+ ETF (ASX:FANG)",https://www.listcorp.com/asx/fang/global-x-fang-etf,"	1646150000",37.43,-0.40,-1.06,Unclassified
ASX:MFG,"Magellan Financial Group Limited (ASX:MFG)",https://www.listcorp.com/asx/mfg/magellan-financial-group-limited,"	1636040000",9.54,-0.03,-0.31,Financials
ASX:BGA,"Bega Cheese Limited (ASX:BGA)",https://www.listcorp.com/asx/bga/bega-cheese-limited,"	1615450000",5.25,-0.04,-0.76,"Consumer Staples"
ASX:DYL,"Deep Yellow Limited (ASX:DYL)",https://www.listcorp.com/asx/dyl/deep-yellow-limited,"	1610520000",1.59,-0.07,-3.93,Energy
ASX:VGE,"Vanguard FTSE Emerging Markets Shares ETF (ASX:VGE)",https://www.listcorp.com/asx/vge/vanguard-ftse-emerging-markets-shares-etf,"	1604460000",92.15,-0.36,-0.39,Unclassified
ASX:IFRA,"VanEck FTSE Global Infrastructure (Hedged) ETF (ASX:IFRA)",https://www.listcorp.com/asx/ifra/vaneck-ftse-global-infrastructure-hedged-etf,"	1580080000",23.36,0.11,0.47,Unclassified
ASX:SLC,"Superloop Limited (ASX:SLC)",https://www.listcorp.com/asx/slc/superloop-limited,"	1558160000",3,-0.04,-1.32,"Communication Services"
ASX:VUL,"Vulcan Energy Resources Limited (ASX:VUL)",https://www.listcorp.com/asx/vul/vulcan-energy-resources-limited,"	1542540000",6.35,-0.23,-3.5,Materials
ASX:QSML,"Vaneck Vectors MSCI Inter Small Companies Qual ETF (ASX:QSML)",https://www.listcorp.com/asx/qsml/vaneck-vectors-msci-inter-small-companies-qual-etf,"	1540690000",31.7,-0.12,-0.38,Unclassified
ASX:CBO,"Cobram Estate Olives Limited (ASX:CBO)",https://www.listcorp.com/asx/cbo/cobram-estate-olives-limited,"	1528470000",3.13,-0.08,-2.49,"Consumer Staples"
ASX:IEL,"IDP Education Limited (ASX:IEL)",https://www.listcorp.com/asx/iel/idp-education-limited,"	1519720000",5.01,-0.45,-8.24,"Consumer Discretionary"
ASX:CRED,"BetaShares Australian Investment Grade Corporate Bond ETF (ASX:CRED)",https://www.listcorp.com/asx/cred/betashares-australian-investment-grade-corporate-bond-etf,"	1513150000",23.65,0.01,0.04,Unclassified
ASX:SNL,"Supply Network Limited (ASX:SNL)",https://www.listcorp.com/asx/snl/supply-network,"	1510820000",34.11,-0.42,-1.22,"Consumer Discretionary"
ASX:WEB,"WEB Travel Group Limited (ASX:WEB)",https://www.listcorp.com/asx/web/web-travel-group-limited,"	1488720000",4.1,-0.02,-0.49,"Consumer Discretionary"
ASX:ARF,"Arena REIT (ASX:ARF)",https://www.listcorp.com/asx/arf/arena-reit,"	1455700000",3.62,0.00,0,"Real Estate"
ASX:ELD,"Elders Limited (ASX:ELD)",https://www.listcorp.com/asx/eld/elders-limited,"	1449740000",6.75,-0.04,-0.59,"Consumer Staples"
ASX:HLI,"Helia Group Limited (ASX:HLI)",https://www.listcorp.com/asx/hli/helia-group-limited,"	1449630000",5.33,0.01,0.19,Financials
ASX:IEM,"iShares MSCI Emerging Markets ETF (ASX:IEM)",https://www.listcorp.com/asx/iem/ishares-msci-emerging-markets-etf,"	1446470000",84.4,-0.63,-0.74,Unclassified
ASX:IWLD,"iShares Core MSCI World ex Australia ESG ETF (ASX:IWLD)",https://www.listcorp.com/asx/iwld/ishares-core-msci-world-ex-australia-esg-etf,"	1443810000",68.54,-0.40,-0.58,Unclassified
ASX:RDX,"Redox Limited (ASX:RDX)",https://www.listcorp.com/asx/rdx/redox-limited,"	1438720000",2.72,-0.02,-0.73,Industrials
ASX:HACK,"BetaShares Global Cybersecurity ETF (ASX:HACK)",https://www.listcorp.com/asx/hack/betashares-global-cybersecurity-etf,"	1431200000",15.39,-0.19,-1.22,Unclassified
ASX:AUI,"Australian United Investment Company Limited (ASX:AUI)",https://www.listcorp.com/asx/aui/australian-united-investment-company-limited,"	1417270000",11.42,0.01,0.09,Financials
ASX:BKI,"BKI Investment Company Limited (ASX:BKI)",https://www.listcorp.com/asx/bki/bki-investment-company-limited,"	1416520000",1.75,-0.00,-0.28,Financials
ASX:NGI,"Navigator Global Investments Limited (ASX:NGI)",https://www.listcorp.com/asx/ngi/navigator-global-investments-limited,"	1416330000",2.8,-0.09,-3.11,Financials
ASX:ALK,"Alkane Resources Limited (ASX:ALK)",https://www.listcorp.com/asx/alk/alkane-resources-limited,"	1406770000",0.99,-0.04,-3.88,Materials
ASX:PDI,"Predictive Discovery Limited (ASX:PDI)",https://www.listcorp.com/asx/pdi/predictive-discovery-limited,"	1404200000",0.535,0.00,0,Materials
ASX:DTL,"Data#3 Limited (ASX:DTL)",https://www.listcorp.com/asx/dtl/data-3-limited,"	1398800000",8.9,-0.12,-1.33,"Information Technology"
ASX:GLIN,"iShares Core FTSE Global Infrastructure (AUD Hedged) ETF (ASX:GLIN)",https://www.listcorp.com/asx/glin/ishares-core-ftse-global-infrastructure-aud-hedged-etf,"	1377020000",28.74,0.12,0.42,Unclassified
ASX:IXJ,"iShares Global Healthcare ETF (ASX:IXJ)",https://www.listcorp.com/asx/ixj/ishares-global-healthcare-etf,"	1372120000",139.5,1.71,1.24,Unclassified
ASX:VESG,"Vanguard Ethically Conscious International Shares Index ETF (ASX:VESG)",https://www.listcorp.com/asx/vesg/vanguard-ethically-conscious-international-shares-index-etf,"	1349790000",113.08,-0.50,-0.44,Unclassified
ASX:NAN,"Nanosonics Limited (ASX:NAN)",https://www.listcorp.com/asx/nan/nanosonics-limited,"	1347450000",4.3,-0.13,-2.93,"Health Care"
ASX:SSM,"Service Stream Limited (ASX:SSM)",https://www.listcorp.com/asx/ssm/service-stream-limited,"	1341940000",2.19,0.02,0.92,Industrials
ASX:QAU,"BetaShares Gold Bullion ETF - Currency Hedged (ASX:QAU)",https://www.listcorp.com/asx/qau/betashares-gold-bullion-etf-currency-hedged,"	1340680000",31.83,-0.14,-0.44,Unclassified
ASX:HMC,"HMC Capital Limited (ASX:HMC)",https://www.listcorp.com/asx/hmc/hmc-capital-limited,"	1336880000",3.15,-0.09,-2.78,Financials
ASX:PGF,"PM Capital Global Opportunities Fund (ASX:PGF)",https://www.listcorp.com/asx/pgf/pm-capital-global-opportunities-fund,"	1319790000",2.75,0.00,0,Financials
ASX:KLS,"Kelsian Group Limited (ASX:KLS)",https://www.listcorp.com/asx/kls/kelsian-group-limited,"	1300940000",4.72,-0.07,-1.46,Industrials
ASX:BVS,"Bravura Solutions Limited (ASX:BVS)",https://www.listcorp.com/asx/bvs/bravura-solutions-limited,"	1300070000",2.76,-0.14,-4.83,"Information Technology"
ASX:DPM,"DPM Metals Inc. (ASX:DPM)",https://www.listcorp.com/asx/dpm/dpm-metals-inc,"	1282430000",31.98,-0.80,-2.44,Materials
ASX:TEA,"Tasmea Limited (ASX:TEA)",https://www.listcorp.com/asx/tea/tasmea-limited,"	1279750000",5,-0.04,-0.79,Industrials
ASX:FFM,"FireFly Metals Ltd (ASX:FFM)",https://www.listcorp.com/asx/ffm/firefly-metals-ltd,"	1276560000",1.765,-0.10,-5.61,Materials
ASX:VGB,"Vanguard Australian Government Bond Index ETF (ASX:VGB)",https://www.listcorp.com/asx/vgb/vanguard-australian-government-bond-index-etf,"	1262260000",47.13,0.09,0.19,Unclassified
ASX:GNP,"GenusPlus Group Limited (ASX:GNP)",https://www.listcorp.com/asx/gnp/genusplus-group-limited,"	1255970000",6.89,-0.05,-0.72,Industrials
ASX:FAIR,"BetaShares Australian Sustainability Leaders ETF (ASX:FAIR)",https://www.listcorp.com/asx/fair/betashares-australian-sustainability-leaders-etf,"	1246010000",21.17,-0.05,-0.24,Unclassified
ASX:CKF,"Collins Foods Limited (ASX:CKF)",https://www.listcorp.com/asx/ckf/collins-foods-limited,"	1241560000",10.79,0.27,2.57,"Consumer Discretionary"
